"Timestamp","What is your current graduation year?","How would you describe your race and ethnicity? Check all that apply.","What is your intended concentration area(s)?","How would you describe your gender identity? Check all that apply.","Do you identify as LGBTQ+?","Overall, how would you describe your political views relative to those of your parents? ","Have you ever been evaluated by Brown EMS (Emergency Medical Services)? Select all that apply.","How old was your mother when she had you? Enter -1 if unsure.","Were you allowed to watch SpongeBob SquarePants as a kid?","How did you meet your most recent significant other? Pick the option that best applies.","What percentage of Brown students do you think come from a family in the top 1% of household incomes?","What is the minimum salary you would require to work in a role that directly conflicts with your morals? 

Enter -1 if you would not do this for any amount of money.","Which of the following substances have you used recreationally in the past six months?","Do you change with your blinds open?"
"2025/03/07 1:38:25 PM EST","2027","Hispanic or Latino","Life Sciences","Man","Yes","My views are somewhat more liberal","No","35","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","20","200000","Alcohol;Marijuana","Yes, and I do think people can see me"
"2025/03/07 1:41:01 PM EST","2026.5","Asian","Physical Sciences","Man","No","My views are somewhat more conservative","Yes, for a different reason","34","Yes","High school","15","800000","Alcohol;Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/07 1:41:17 PM EST","2025","White","Social Sciences","Man;Non-binary","Yes","My views are somewhat more liberal","No","27","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","24","-1","Alcohol","No"
"2025/03/07 1:43:20 PM EST","2026","White","Physical Sciences","Man","Yes","My views are somewhat more liberal","No","28","Yes","Social media","50","200000","Alcohol;Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/07 1:45:39 PM EST","2027","Asian","Humanities/ Arts;Social Sciences","Man","No","My views are somewhat more liberal","No","33","Yes","Mutual friends/met as friends","20","1000000","Alcohol","No"
"2025/03/07 1:46:38 PM EST","2027","White","Humanities/ Arts;Social Sciences","Man","Unsure","My views are somewhat more liberal","Yes, for an incident involving drugs and/or alcohol","35","Yes","Mutual friends/met as friends","5","-1","Alcohol","Yes, and I do think people can see me"
"2025/03/07 1:52:30 PM EST","2025.5","Black;Middle Eastern or North African;Native American or Alaska Native;White","Social Sciences","Man","No","My views are similar to those of my parents","Yes, for an incident involving drugs and/or alcohol;Yes, for a different reason","20","No","Class","60","5000000","Alcohol;Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms)","No"
"2025/03/07 1:52:47 PM EST","2028","Black;Hispanic or Latino","Physical Sciences","Woman","Yes","My views are similar to those of my parents","No","18","Yes","Dorm","30","200000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 1:53:04 PM EST","2028","Asian","Life Sciences","Man","No","My views are much more liberal","No","37","Yes","I have not had a significant other","30","-1","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 1:53:48 PM EST","2025","Black","Social Sciences","Man","No","My views are somewhat more liberal","No","-1","No","Mutual friends/met as friends","15","-1","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 1:53:56 PM EST","2026","White","Physical Sciences","Man","No","My views are much more liberal","No","30","Yes","High school","28","250000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 1:54:23 PM EST","2025","Hispanic or Latino","Physical Sciences","Man","No","My views are much more liberal","Yes, for a different reason","23","Yes","Mutual friends/met as friends","20","700000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 1:54:33 PM EST","2028","White","Life Sciences","Man","No","My views are somewhat more conservative","No","33","Yes","Party/social event","20","-1","Alcohol;Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/07 1:56:05 PM EST","2025","White","Humanities/ Arts;Physical Sciences","Man","No","My views are somewhat more liberal","No","34","No","Mutual friends/met as friends","40","120000","Alcohol;Marijuana","No"
"2025/03/07 1:57:27 PM EST","2028","White","Life Sciences;Physical Sciences","Man","No","My views are similar to those of my parents","No","37","No","Mutual friends/met as friends","50","300000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 1:57:28 PM EST","2028","Prefer not to answer","Humanities/ Arts","Woman","No","My views are much more liberal","No","36","No","I have not had a significant other","35","200000","Alcohol","No"
"2025/03/07 1:58:20 PM EST","2027","Asian","Humanities/ Arts","Woman","No","My views are somewhat more liberal","No","28","No","Class","20","-1","None of the above","No"
"2025/03/07 1:59:30 PM EST","2027","Asian","Humanities/ Arts","Man","No","My views are somewhat more liberal","No","40","No","Mutual friends/met as friends","50","250","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 2:02:32 PM EST","2025","Asian","Humanities/ Arts;Social Sciences","Man","No","My views are somewhat more liberal","No","32","Unsure","Class","13","-1","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 2:07:24 PM EST","2028","Asian","Physical Sciences","Woman","No","My views are similar to those of my parents","Yes, for a different reason","37","Yes","I have not had a significant other","9","500000","None of the above","Yes, but I don't think people can see me"
"2025/03/07 2:07:53 PM EST","2027","White","Physical Sciences;Social Sciences","Man","No","My views are similar to those of my parents","No","32","Yes","Class","43","120000","Alcohol;Marijuana;Psilocybin (Psychedelic mushrooms)","Yes, and I do think people can see me"
"2025/03/07 2:09:18 PM EST","2027","Asian","Physical Sciences","Man","Unsure","My views are somewhat more liberal","No","50","No","Extracurricular activities (athletics, clubs, other campus organizations)","60","300000","Alcohol;Marijuana;Nicotine","No"
"2025/03/07 2:09:24 PM EST","2025","White","Humanities/ Arts","Woman;Non-binary","Yes","My views are much more liberal","Yes, for an incident involving drugs and/or alcohol;Yes, for a different reason","40","Yes","Party/social event","10","100000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 2:09:43 PM EST","2027","White","Physical Sciences","Woman","Yes","My views are similar to those of my parents","Yes, for an incident involving drugs and/or alcohol","37","Yes","Mutual friends/met as friends","10","500000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 2:10:52 PM EST","2025","Asian","Physical Sciences","Man","No","My views are much more conservative","No","35","Yes","Dating app","33","150000","Alcohol;Marijuana","No"
"2025/03/07 2:13:01 PM EST","2028","Hispanic or Latino;White","Social Sciences","Woman","Yes","My views are much more liberal","No","-1","No","High school","30","-1","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 2:13:44 PM EST","2026","Asian","Life Sciences","Woman","Yes","My views are somewhat more liberal","No","26","Yes","Job/internship","60","-1","Alcohol;Marijuana","Yes, and I do think people can see me"
"2025/03/07 2:14:35 PM EST","2028","Asian","Physical Sciences","Woman","Yes","My views are somewhat more liberal","No","24","Yes","High school","30","100000000","None of the above","Yes, but I don't think people can see me"
"2025/03/07 2:14:44 PM EST","2025","Asian","Life Sciences","Man","No","My views are somewhat more liberal","No","36","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","40","1000000","Alcohol;Marijuana;MDMA (Ecstasy/Molly)","No"
"2025/03/07 2:16:02 PM EST","2027","Hispanic or Latino;White","Humanities/ Arts","Woman","No","My views are similar to those of my parents","Yes, for a different reason","39","No","Extracurricular activities (athletics, clubs, other campus organizations)","30","-1","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 2:16:22 PM EST","2027","Asian","Life Sciences","Man","Unsure","My views are much more liberal","Yes, for an incident involving drugs and/or alcohol","26","Yes","I have not had a significant other","50","10000000","Alcohol;Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms);Unprescribed use of prescription stimulants (Adderall)","No"
"2025/03/07 2:19:10 PM EST","2028","Hispanic or Latino","Life Sciences","Man","No","My views are similar to those of my parents","No","35","Yes","Middle school","25","-1","None of the above","Yes, but I don't think people can see me"
"2025/03/07 2:19:16 PM EST","2025","Asian","Physical Sciences","Man","Yes","My views are somewhat more liberal","Yes, for a different reason","32","Unsure","Dating app","20","-1","Alcohol","No"
"2025/03/07 2:22:19 PM EST","2028","Asian","Humanities/ Arts;Physical Sciences","Man","No","My views are somewhat more conservative","No","37","Yes","Class","40","150000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 2:25:52 PM EST","2028","Asian","Life Sciences","Woman","Yes","My views are much more liberal","No","-1","No","I have not had a significant other","35","-1","None of the above","No"
"2025/03/07 2:26:09 PM EST","2028","Asian","Social Sciences","Woman","Yes","My views are somewhat more liberal","No","20","Yes","I have not had a significant other","3","-1","None of the above","No"
"2025/03/07 2:28:21 PM EST","2028","Asian","Life Sciences;Physical Sciences","Woman","No","My views are somewhat more liberal","No","28","Yes","Orientation","70","-1","None of the above","Yes, but I don't think people can see me"
"2025/03/07 2:31:31 PM EST","2027","Black;White","Physical Sciences","Man","No","My views are much more liberal","No","29","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","55","-1","Alcohol;Marijuana;Nicotine","Yes, and I do think people can see me"
"2025/03/07 2:33:53 PM EST","2028","Asian","Physical Sciences;Social Sciences","Man","No","My views are similar to those of my parents","No","30","Yes","Dorm","20","400000","Alcohol;Marijuana;Nicotine","No"
"2025/03/07 2:34:46 PM EST","2028","Asian","Social Sciences","Woman","No","Unsure","No","25","Yes","Dorm","20","150000","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 2:36:58 PM EST","2026","Asian","Physical Sciences","Woman","No","My views are somewhat more liberal","No","35","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","30","500000","None of the above","Yes, but I don't think people can see me"
"2025/03/07 2:38:24 PM EST","2025","White","Physical Sciences","Man","Yes","My views are somewhat more liberal","No","38","Yes","I have not had a significant other","25","250000","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 2:40:37 PM EST","2028","White","Humanities/ Arts;Physical Sciences","Man","Unsure","My views are similar to those of my parents","No","35","Yes","High school","5","200000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 2:43:17 PM EST","2027","Hispanic or Latino","Physical Sciences","Woman","Yes","My views are somewhat more liberal","Yes, for an incident involving drugs and/or alcohol","39","Yes","Party/social event","50","100000","Alcohol;Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/07 2:44:30 PM EST","2025","Asian","Physical Sciences","Woman","No","My views are somewhat more liberal","No","23","Yes","Class","20","200000","Alcohol","Yes, and I do think people can see me"
"2025/03/07 2:47:10 PM EST","2026","Asian","Life Sciences","Man","No","My views are similar to those of my parents","No","32","Yes","High school","25","500000","None of the above","No"
"2025/03/07 2:49:55 PM EST","2027","Black;White","Humanities/ Arts","Woman","Yes","My views are somewhat more liberal","No","34","No","Family friends","25","-1","Alcohol;Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/07 2:50:03 PM EST","2026","White","Social Sciences","Man","Yes","My views are somewhat more liberal","No","35","Yes","Mutual friends/met as friends","20","300000","Alcohol;Marijuana","No"
"2025/03/07 2:50:30 PM EST","2028","Asian","Humanities/ Arts;Life Sciences;Physical Sciences;Social Sciences","Man","No","My views are somewhat more liberal","Yes, for an incident involving drugs and/or alcohol;Yes, for a different reason","33","Yes","Extracurricular activities (athletics, clubs, other campus organizations)","20","-1","Alcohol;Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/07 2:52:13 PM EST","2026.5","Black","Social Sciences","Woman","No","My views are somewhat more liberal","No","37","No","I have not had a significant other","15","500000","Alcohol;Marijuana","No"
"2025/03/07 2:53:07 PM EST","2026","Black","Social Sciences","Woman","No","My views are somewhat more liberal","No","36","Yes","I have not had a significant other","20","-1","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 2:54:57 PM EST","2025","Asian","Physical Sciences","Woman","Yes","My views are much more liberal","No","31","No","I have not had a significant other","20","-1","Alcohol;Marijuana","No"
"2025/03/07 2:55:41 PM EST","2026","Asian","Life Sciences","Woman","Unsure","My views are somewhat more liberal","No","35","Yes","High school","7","60","Alcohol","Yes, and I do think people can see me"
"2025/03/07 2:56:33 PM EST","2025","White","Humanities/ Arts","Woman","No","My views are somewhat more liberal","No","37","Yes","Dorm","10","-1","None of the above","No"
"2025/03/07 2:57:13 PM EST","2026","White","Humanities/ Arts;Social Sciences","Woman","No","My views are similar to those of my parents","No","35","Yes","High school","10","500000000","Alcohol;Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/07 2:57:58 PM EST","2028","White","Physical Sciences","Man","No","My views are somewhat more conservative","No","47","Yes","Job/internship","50","300000","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 2:58:57 PM EST","2028","White","Physical Sciences","Woman","No","My views are somewhat more liberal","No","22","Yes","I have not had a significant other","50","150000","None of the above","Yes, but I don't think people can see me"
"2025/03/07 3:00:00 PM EST","2026","Black","Social Sciences","Woman","No","My views are somewhat more liberal","Yes, for a different reason","32","Yes","Party/social event","10","100","Alcohol","No"
"2025/03/07 3:00:31 PM EST","2026","White","Life Sciences","Man","No","My views are similar to those of my parents","No","35","No","Mutual friends/met as friends","20","300000","Alcohol;Marijuana","No"
"2025/03/07 3:01:04 PM EST","2027","Middle Eastern or North African;White","Physical Sciences","Man","Yes","My views are somewhat more conservative","No","34","No","Party/social event","20","300000","Alcohol;Marijuana","Yes, and I do think people can see me"
"2025/03/07 3:02:45 PM EST","2026","White","Life Sciences;Physical Sciences","Woman","Yes","My views are similar to those of my parents","No","32","No","Job/internship","25","300000","Alcohol;Marijuana","No"
"2025/03/07 3:08:38 PM EST","2026","White","Humanities/ Arts;Life Sciences","Woman","No","My views are similar to those of my parents","Yes, for a different reason","29","No","I have not had a significant other","15","1","Alcohol","Yes, and I do think people can see me"
"2025/03/07 3:20:15 PM EST","2025","Asian","Social Sciences","Woman","No","My views are somewhat more conservative","No","20","Yes","Mutual friends/met as friends","10","250000","None of the above","No"
"2025/03/07 3:20:18 PM EST","2025","Asian;White","Life Sciences","Woman","No","My views are somewhat more conservative","No","36","No","Dorm","30","-1","Alcohol","No"
"2025/03/07 3:25:37 PM EST","2027","White","Life Sciences;Social Sciences","Man","No","My views are somewhat more liberal","No","42","No","Class","20","-1","Alcohol;Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms)","Yes, and I do think people can see me"
"2025/03/07 3:27:48 PM EST","2028","Asian","Humanities/ Arts;Life Sciences;Physical Sciences","Woman","Yes","My views are somewhat more liberal","No","32","No","I have not had a significant other","57","300000","Alcohol","No"
"2025/03/07 3:28:58 PM EST","2025","White","Social Sciences","Man","Yes","My views are similar to those of my parents","No","32","Yes","Mutual friends/met as friends","15","250000","Alcohol","No"
"2025/03/07 3:29:47 PM EST","2028","Black;White","Life Sciences","Woman","Yes","My parents have significantly different political views from each other","No","28","Yes","I have not had a significant other","40","80","None of the above","Yes, but I don't think people can see me"
"2025/03/07 3:32:16 PM EST","2025","White","Physical Sciences","Woman","No","My views are somewhat more liberal","No","31","No","Mutual friends/met as friends","40","750000","Alcohol;Marijuana","Yes, and I do think people can see me"
"2025/03/07 3:42:21 PM EST","2027","Hispanic or Latino","Humanities/ Arts","Woman","No","My views are somewhat more liberal","No","36","Yes","Class","11","400000","Alcohol;Marijuana;Nicotine","Yes, but I don't think people can see me"
"2025/03/07 3:45:42 PM EST","2028","Asian","Humanities/ Arts;Physical Sciences","Woman","Yes","My views are somewhat more liberal","No","29","No","Extracurricular activities (athletics, clubs, other campus organizations)","55","100000","Alcohol","Yes, but I don't think people can see me"
"2025/03/07 3:50:40 PM EST","2025","White","Social Sciences","Man","No","My views are somewhat more conservative","Yes, for a different reason","40","Yes","Mutual friends/met as friends","33","-1","Alcohol;Marijuana","Yes, but I don't think people can see me"
"2025/03/07 3:51:18 PM EST","2028","Asian;Black;White;Prefer not to answer","Physical Sciences;Social Sciences","Man;Non-binary","Yes","My parents have significantly different political views from each other","Yes, for an incident involving drugs and/or alcohol","18","Yes","Social media","25","250000","Alcohol;Inhalants (Poppers/Whip-its);Marijuana","Yes, but I don't think people can see me"
