"Timestamp","What gender do you identify with?","What race do you identify with?","What graduation class are you?","What is the maximum size of an indoor social gathering (without masking) that you would feel comfortable attending right now?","Which Covid-19 restrictions do you think should be in place right now? (check all that apply)","Which Covid-19 restrictions would you support if Brown were to see a rise in cases similar to the increase in early September of this year? (check all that apply)","How worried are you about getting seriously sick from Covid-19?","How would you describe your political views?","Do you think you are more liberal, more conservative, or about the same as the median Brown student?"," Do you approve or disapprove of the way Joe Biden is handling his job as President?","How happy are you that you go to Brown?","Which of the following do you check on a regular basis? (check all that apply)","How satisfied are you with the overall experience of Brown dining at the moment?"
"2021/10/13 11:12:58 AM AST","Male","White","2025","25 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Very happy","Brown meme pages","Satisfied"
"2021/10/13 11:14:40 AM AST","Female","Non-white Hispanic","2024","No maximum","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not at all worried about getting seriously sick from Covid-19","Moderate","More conservative","Somewhat disapprove","Very happy","Dear Blueno;Brown meme pages","Very unsatisfied"
"2021/10/13 11:14:50 AM AST","Female","Black","2025","No maximum","Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am not at all worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Somewhat happy","Official Brown website and social media pages;Brown meme pages","Very unsatisfied"
"2021/10/13 11:14:54 AM AST","Female","Asian","2025","50 people","Required masking in class;Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Moderate","More conservative","Somewhat approve","Very happy","The College Hill Independent website;Brown meme pages;Class Facebook page","Satisfied"
"2021/10/13 11:15:16 AM AST","Female","White","2022","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Suspended indoor dining","I am not very worried about getting seriously sick from Covid-19","Very liberal","Unsure/prefer not to answer","Somewhat disapprove","Very happy","The Brown Daily Herald website;Dear Blueno;The College Hill Independent website;Brown meme pages","I am not on meal plan"
"2021/10/13 11:17:46 AM AST","Male","White","2025","5 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Liberal","More conservative","Strongly approve","Very happy","","Satisfied"
"2021/10/13 11:18:47 AM AST","Male","White","2024","No maximum","","Mandatory Covid-19 testing","I am not at all worried about getting seriously sick from Covid-19","Moderate","More conservative","Somewhat disapprove","Somewhat happy","Brown meme pages","Very unsatisfied"
"2021/10/13 11:19:18 AM AST","Male","White","2022.5","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Very liberal","More liberal","Somewhat approve","Very happy","The College Hill Independent website","Very satisfied"
"2021/10/13 11:20:48 AM AST","Female","Prefer not to answer","2023","No maximum","Prefer not to answer","Mandatory Covid-19 testing;Prefer not to answer","I am not at all worried about getting seriously sick from Covid-19","Very liberal","About the same","Somewhat approve","Very happy","Official Brown website and social media pages","Neutral"
"2021/10/13 11:20:59 AM AST","Male","Asian","2023","No maximum","Required masking in class","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am not very worried about getting seriously sick from Covid-19","Moderate","About the same","Neither approve nor disapprove","Somewhat happy","Brown meme pages","I am not on meal plan"
"2021/10/13 11:22:29 AM AST","Male","Black","2023","100 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am extremely worried about getting seriously sick from Covid-19","Liberal","More conservative","Unsure/no opinion","Somewhat happy","","Very unsatisfied"
"2021/10/13 11:25:15 AM AST","Female","White","2024","25 people","Mandatory Covid-19 testing","Required masking in athletic facilities (Nelson, OMAC, etc.)","I am not at all worried about getting seriously sick from Covid-19","Very liberal","About the same","Strongly approve","Somewhat unhappy","The Brown Daily Herald website;Class Facebook page","Neutral"
"2021/10/13 11:26:33 AM AST","Female","American Indian/Alaska Native","2024","15 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat approve","Somewhat happy","Official Brown website and social media pages;Dear Blueno","Neutral"
"2021/10/13 11:28:07 AM AST","Male","White","2025","50 people","Mandatory Covid-19 testing","Required masking in class;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Liberal","More liberal","Neither approve nor disapprove","Very happy","","Unsatisfied"
"2021/10/13 11:28:34 AM AST","Female","Asian","2022","10 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing","I am extremely worried about getting seriously sick from Covid-19","Very liberal","More liberal","Strongly disapprove","Very happy","Dear Blueno;Brown meme pages","I am not on meal plan"
"2021/10/13 11:31:33 AM AST","Male","multi","2025","No maximum","Prefer not to answer","Prefer not to answer","I am not at all worried about getting seriously sick from Covid-19","Unsure/prefer not to answer","Unsure/prefer not to answer","Unsure/no opinion","Very happy","Brown meme pages","Neutral"
"2021/10/13 11:32:52 AM AST","Female","White","2024","100 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Suspended indoor dining;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Very liberal","About the same","Strongly approve","Very happy","Official Brown website and social media pages;Brown meme pages","Neutral"
"2021/10/13 11:33:03 AM AST","Male","White","2024","No maximum","Required masking in class","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am not at all worried about getting seriously sick from Covid-19","Very liberal","More liberal","Strongly disapprove","Somewhat happy","The Brown Daily Herald website;Official Brown website and social media pages","Very unsatisfied"
"2021/10/13 11:33:29 AM AST","Male","Asian","2024","15 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Mandatory Covid-19 testing","Required masking in class;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Moderate","More conservative","Unsure/no opinion","Somewhat happy","","Satisfied"
"2021/10/13 11:37:05 AM AST","Female","White","2024","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing","I am not very worried about getting seriously sick from Covid-19","Very liberal","About the same","Somewhat approve","Very happy","Official Brown website and social media pages;Dear Blueno;Brown meme pages;Class Facebook page","Satisfied"
"2021/10/13 11:38:12 AM AST","Female","Black","2022","50 people","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Gathering size limits","Required masking in class;Required masking in athletic facilities (Nelson, OMAC, etc.);Required masking in libraries;Mandatory Covid-19 testing;Gathering size limits","I am somewhat worried about getting seriously sick from Covid-19","Liberal","About the same","Somewhat disapprove","Somewhat happy","Brown meme pages","Satisfied"
