"Timestamp","What is your current graduation year?","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","To what extent do you agree or disagree with the following statement: I feel comfortable expressing my political opinions on Brown’s campus.","Have you attended a protest in your time at Brown?","To what extent do you agree with the following statement: It is possible for Israel and an independent Palestinian state to coexist peacefully.","Should the 20 members of BrownU Jews for Ceasefire Now who staged a sit-in at University Hall face disciplinary action from the University?","To what extent do you agree or disagree with recent calls for Brown University to divest its endowment from weapons manufacturers supplying the Israeli army?","Have you been to therapy (psychological or emotional counseling) before?","On average, how many class meetings (including lectures, seminars, labs, conference sections, etc.) do you skip per week?","Do you think your concentration/double-concentration is harder or easier than the majority of other concentrations at Brown?","Do you think humans are inherently monogamous (are inclined to commit to only one person at a time)?","When was the last time you masturbated?"
"2023/11/28 1:57:53 PM EST","2024","Man","White","Social Sciences (including economics, CLPS)","Somewhat agree","No","Somewhat disagree","Unsure","Somewhat agree","I have been to therapy in the past but do not currently go to therapy","4","My concentration is easier than the majority of other concentrations","Unsure","In the last week"
"2023/11/28 2:01:01 PM EST","2024","Man","Asian","Physical Sciences (including math, computer science)","Strongly agree","Yes","Somewhat disagree","No","Strongly agree","I have never been to therapy","2","Prefer not to answer","No","In the last week"
"2023/11/28 2:03:59 PM EST","2025","Non-binary","Asian","Humanities/Arts;Physical Sciences (including math, computer science)","Somewhat disagree","Yes","Strongly disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","3","My concentration is harder than the majority of other concentrations","No","Yesterday"
"2023/11/28 2:05:17 PM EST","2027","Woman","Asian","Physical Sciences (including math, computer science)","Somewhat agree","No","Unsure","No","Unsure","I have never been to therapy","1","My concentration is harder than the majority of other concentrations","Yes","I have never masturbated"
"2023/11/28 2:10:45 PM EST","2024","Woman","Asian","Life Sciences","Strongly agree","Yes","Strongly agree","No","Strongly agree","I have never been to therapy","0","My concentration is harder than the majority of other concentrations","Unsure","Yesterday"
"2023/11/28 2:13:58 PM EST","2025","Woman","Asian","Life Sciences;Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Somewhat disagree","No","Strongly agree","I have never been to therapy","2","Unsure","Yes","Yesterday"
"2023/11/28 2:15:50 PM EST","2025","Woman","Middle Eastern or North African","Life Sciences","Somewhat agree","Yes","Strongly disagree","No","Strongly agree","I have never been to therapy","2","Unsure","Yes","I have never masturbated"
"2023/11/28 2:19:00 PM EST","2026","Man","Black","Social Sciences (including economics, CLPS)","Somewhat agree","No","Somewhat disagree","No","Unsure","I have never been to therapy","0","Unsure","No","In the last week"
"2023/11/28 2:21:02 PM EST","2024","Woman","White","Social Sciences (including economics, CLPS)","Strongly agree","No","Unsure","No","Unsure","I am currently going to therapy","0","My concentration is easier than the majority of other concentrations","No","In the last year"
"2023/11/28 2:22:24 PM EST","2027","Man","White","Life Sciences;Physical Sciences (including math, computer science)","Strongly agree","No","Unsure","No","Strongly agree","I have never been to therapy","0","My concentration is harder than the majority of other concentrations","Yes","Yesterday"
"2023/11/28 2:23:42 PM EST","2025","Woman","Asian","Physical Sciences (including math, computer science)","Somewhat disagree","No","Strongly agree","No","Strongly agree","I have never been to therapy","2","My concentration is harder than the majority of other concentrations","No","I have never masturbated"
"2023/11/28 2:24:41 PM EST","2027","Man","White","Social Sciences (including economics, CLPS)","Strongly agree","No","Strongly disagree","No","Somewhat agree","I have never been to therapy","0","My concentration is easier than the majority of other concentrations","No","Yesterday"
"2023/11/28 2:25:46 PM EST","2026","Man","Asian","Social Sciences (including economics, CLPS)","Somewhat agree","No","Somewhat agree","Yes","Somewhat agree","I have never been to therapy","3","Unsure","No","Yesterday"
"2023/11/28 2:28:07 PM EST","2025","Woman","White","Humanities/Arts","Somewhat agree","Yes","Somewhat agree","No","Strongly agree","I have never been to therapy","2","My concentration is easier than the majority of other concentrations","Unsure","Yesterday"
"2023/11/28 2:33:27 PM EST","2026","Woman","Asian","Humanities/Arts;Social Sciences (including economics, CLPS)","Strongly agree","Yes","Strongly disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","0","Unsure","Yes","In the last week"
"2023/11/28 2:35:32 PM EST","2026","Woman","White","Humanities/Arts;Physical Sciences (including math, computer science)","Somewhat agree","Yes","Unsure","No","Strongly agree","I have never been to therapy","0","My concentration is harder than the majority of other concentrations","Unsure","Prefer not to answer"
"2023/11/28 2:38:17 PM EST","2027","Woman","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Somewhat agree","No","Unsure","No","Strongly agree","I have never been to therapy","2","My concentration is harder than the majority of other concentrations","Unsure","I have never masturbated"
"2023/11/28 2:40:57 PM EST","2025","Woman","Asian","Social Sciences (including economics, CLPS)","Somewhat disagree","No","Somewhat disagree","No","Unsure","I have been to therapy in the past but do not currently go to therapy","1","Unsure","Yes","In the last year"
"2023/11/28 2:42:19 PM EST","2025","Man","Hispanic or Latino","Physical Sciences (including math, computer science)","Somewhat agree","Yes","Strongly disagree","No","Strongly agree","I have never been to therapy","2","Unsure","Unsure","Today"
"2023/11/28 2:47:21 PM EST","2025","Man","Asian","Life Sciences;Physical Sciences (including math, computer science)","Somewhat disagree","Yes","Somewhat agree","No","Strongly agree","I have never been to therapy","0","My concentration is harder than the majority of other concentrations","Unsure","Unsure"
"2023/11/28 2:49:31 PM EST","2026.5","Woman","Black;Hispanic or Latino","Humanities/Arts","Somewhat agree","Yes","Somewhat disagree","No","Strongly agree","I am currently going to therapy","0","My concentration is easier than the majority of other concentrations","No","Today"
"2023/11/28 2:52:17 PM EST","2025.5","Man","Asian","Social Sciences (including economics, CLPS)","Somewhat disagree","No","Somewhat agree","No","Unsure","I have been to therapy in the past but do not currently go to therapy","0","Unsure","Unsure","In the last week"
"2023/11/28 2:55:18 PM EST","2025","Woman;Non-binary","Hispanic or Latino","Life Sciences;Social Sciences (including economics, CLPS)","Strongly disagree","Yes","Somewhat agree","Yes","Somewhat disagree","I am currently going to therapy","0","Unsure","Yes","In the last month"
"2023/11/28 3:00:52 PM EST","2024","Woman","Asian","Social Sciences (including economics, CLPS)","Somewhat disagree","No","Somewhat agree","Yes","Strongly agree","I am currently going to therapy","0","Unsure","No","In the last year"
"2023/11/28 3:02:12 PM EST","2025","Man","White","Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Somewhat disagree","No","Strongly agree","I have never been to therapy","0","My concentration is easier than the majority of other concentrations","No","Today"
"2023/11/28 3:03:16 PM EST","2026","Woman","Hispanic or Latino;White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Somewhat agree","No","Prefer not to answer","Prefer not to answer","Somewhat agree","I am currently going to therapy","3","My concentration is easier than the majority of other concentrations","Yes","I have never masturbated"
"2023/11/28 3:05:12 PM EST","2024","Man","Asian","Social Sciences (including economics, CLPS)","Somewhat disagree","No","Unsure","Unsure","Unsure","Unsure","Unsure","Prefer not to answer","Prefer not answer","Unsure"
"2023/11/28 3:06:00 PM EST","2026","Man","White","Social Sciences (including economics, CLPS)","Somewhat agree","No","Somewhat agree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","1","My concentration is easier than the majority of other concentrations","No","Yesterday"
"2023/11/28 3:07:38 PM EST","2027","Man","Asian","Life Sciences;Physical Sciences (including math, computer science)","Somewhat agree","No","Somewhat agree","Unsure","Somewhat agree","I have been to therapy in the past but do not currently go to therapy","1","My concentration is harder than the majority of other concentrations","No","In the last month"
"2023/11/28 3:07:40 PM EST","2027","Woman","Hispanic or Latino;White","Social Sciences (including economics, CLPS)","Somewhat disagree","Prefer not to answer","Somewhat agree","No","Unsure","I have never been to therapy","4","My concentration is harder than the majority of other concentrations","No","In the last week"
"2023/11/28 3:08:44 PM EST","2026","Man","White","Physical Sciences (including math, computer science)","Unsure","No","Somewhat disagree","No","Somewhat agree","I have never been to therapy","3","My concentration is harder than the majority of other concentrations","Yes","In the last week"
"2023/11/28 3:09:31 PM EST","2026","Man","Asian;White","Physical Sciences (including math, computer science)","Somewhat disagree","No","Unsure","No","Somewhat agree","I have never been to therapy","5+","My concentration is harder than the majority of other concentrations","Yes","In the last week"
"2023/11/28 3:09:55 PM EST","2027","Man","Asian","Physical Sciences (including math, computer science)","Unsure","No","Somewhat agree","Unsure","Somewhat disagree","I have never been to therapy","2","My concentration is harder than the majority of other concentrations","Unsure","Unsure"
"2023/11/28 3:10:48 PM EST","2026","Man","Asian","Social Sciences (including economics, CLPS)","Somewhat agree","Yes","Somewhat disagree","No","Strongly agree","I have been to therapy in the past but do not currently go to therapy","1","Unsure","Yes","In the last month"
"2023/11/28 3:12:17 PM EST","2026","Man","Prefer not to answer","Life Sciences","Strongly agree","No","Strongly agree","No","Strongly agree","I have never been to therapy","5+","My concentration is harder than the majority of other concentrations","No","Prefer not to answer"
"2023/11/28 3:12:25 PM EST","2027","Man","Asian","Life Sciences;Physical Sciences (including math, computer science)","Somewhat agree","No","Unsure","Unsure","Unsure","I have never been to therapy","0","My concentration is harder than the majority of other concentrations","No","In the last week"
"2023/11/28 3:13:27 PM EST","2026","Woman","White","Social Sciences (including economics, CLPS)","Strongly agree","Yes","Unsure","No","Strongly agree","I am currently going to therapy","2","My concentration is easier than the majority of other concentrations","Yes","Prefer not to answer"
