"Timestamp","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","How would you describe your sexual orientation? Check all that apply.","What is your current graduation year?","What is your (intended) concentration area(s)?","Do you have a parent, grandparent, or sibling who attended Brown? (Check all that apply)","How concerned are you about the spread of COVID-19 on campus?","Have you ever had a fake ID?","Do you approve or disapprove of the way President Christina Paxson is handling her job?","Are you generally happy?","Are you planning to vote in the November elections?","Agree or disagree: Brown should reduce grade inflation. ","Have you attended a protest in your time at Brown?","Which of the following best describes your current relationship status?","Have you ever cheated on/been cheated on by your significant other? (check all that apply)","Have you had an appointment at Counseling and Psychological Services (CAPS) this semester?","Have you benefited from a program or service provided by the Undergraduate Council of Students (UCS) in your time at Brown?"
"2022/10/11 11:59:20 AM AST","Male","White;Ashkenazi Jewish","Straight","2026","Physical Sciences (including math, computer science);Social Sciences","No","Not concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","No","Single and looking for a relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/11 12:00:10 PM AST","Male","White","Asexual;Bisexual","2026","Humanities/Arts","No","Not concerned","No","Strongly approve","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","No","Single and not looking for anything","I have had a significant other and never cheated/been cheated on","No, I wanted to but was unable to make an appointment","Unsure"
"2022/10/11 12:00:35 PM AST","Male","Asian","Prefer not to answer","2024","Life Sciences","No","Slightly concerned","Yes","Somewhat disapprove","Neither happy nor unhappy","Yes, in a state other than Rhode Island","Strongly disagree","No","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/11 12:01:21 PM AST","Male","Asian","Straight","2024","Physical Sciences (including math, computer science);Social Sciences","No","Slightly concerned","No","Somewhat disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, on campus","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","Yes"
"2022/10/11 12:02:48 PM AST","Male","Black","Straight","2023","Physical Sciences (including math, computer science)","No","Slightly concerned","No","Neither approve nor disapprove","No, somewhat unhappy","No","Neutral","No","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","Unsure"
"2022/10/11 12:03:58 PM AST","Male","Hispanic","Straight","2025","Life Sciences","No","Slightly concerned","Yes","Somewhat approve","Neither happy nor unhappy","I am not eligible to vote","Strongly disagree","Yes, in Providence","In a long-term relationship","I have had a significant other and never cheated/been cheated on","Yes, more than one week after requesting it","Unsure"
"2022/10/11 12:06:35 PM AST","Male","Black","Straight","2026","Physical Sciences (including math, computer science)","No","Somewhat concerned","No","Neither approve nor disapprove","Neither happy nor unhappy","Yes, in a state other than Rhode Island","Somewhat disagree","No","Single and looking for a relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/11 12:06:42 PM AST","Female","Asian","Asexual","2024","Physical Sciences (including math, computer science)","No","Not concerned","No","Neither approve nor disapprove","Yes, very happy","I am not eligible to vote","Neutral","No","Single and not looking for anything","Unsure","No, and I did not try to make an appointment","No"
"2022/10/11 12:07:50 PM AST","Female","White","Gay","2026","Humanities/Arts;Social Sciences","No","Not concerned","No","Neither approve nor disapprove","No, somewhat unhappy","Yes, in a state other than Rhode Island","Strongly disagree","No","Single and looking for something casual","I have never had a significant other","No, and I did not try to make an appointment","No"
"2022/10/11 12:08:28 PM AST","Female","Asian","Asexual","2022.5","Prefer not to Answer","Yes, parent","Very concerned","No","Strongly approve","Yes, somewhat happy","No","Neutral","No","Single and not looking for anything","I have never had a significant other","Yes, within one week of requesting it","No"
"2022/10/11 12:12:33 PM AST","Male","White","Straight","2023","Humanities/Arts","Yes, parent;Yes, sibling","Not concerned","Yes","Somewhat approve","Neither happy nor unhappy","Yes, in a state other than Rhode Island","Somewhat agree","Yes, in Providence","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, I wanted to but was unable to make an appointment","Unsure"
"2022/10/11 12:12:39 PM AST","Female","Asian","Straight","2026","Physical Sciences (including math, computer science)","Yes, parent;Yes, grandparent;Yes, sibling","Very concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, on campus","Single and not looking for anything","I have never had a significant other","No, and I did not try to make an appointment","Yes"
"2022/10/11 12:12:56 PM AST","Male","Black","Straight","2024","Life Sciences","No","Slightly concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","No","Single and looking for a relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Yes"
"2022/10/11 12:13:55 PM AST","Female","Asian","Questioning or unsure","2026","Physical Sciences (including math, computer science)","No","Not concerned","No","Neither approve nor disapprove","Yes, very happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, on campus","Single and looking for a relationship","I have had a significant other and never cheated/been cheated on","No, I wanted to but was unable to make an appointment","No"
"2022/10/11 12:14:55 PM AST","Female","Asian","Straight","2025","Physical Sciences (including math, computer science)","Yes, parent","Not concerned","Yes","Somewhat approve","Yes, very happy","I am not eligible to vote","Somewhat disagree","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","Yes, within one week of requesting it","No"
"2022/10/11 12:15:00 PM AST","Male","White","Straight","2024","Physical Sciences (including math, computer science);Social Sciences","Yes, sibling","Not concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","No","Single and looking for a relationship","I have never had a significant other","No, and I did not try to make an appointment","No"
"2022/10/11 12:16:40 PM AST","Female","White","Straight","2024","Physical Sciences (including math, computer science);Social Sciences","No","Slightly concerned","Yes","Somewhat disapprove","Yes, very happy","Prefer not to answer","Somewhat agree","No","Single and looking for something casual","Unsure","No, and I did not try to make an appointment","No"
"2022/10/11 12:19:47 PM AST","Male","Asian","Questioning or unsure","2024","Humanities/Arts;Physical Sciences (including math, computer science)","No","Slightly concerned","No","Neither approve nor disapprove","Yes, somewhat happy","I am not eligible to vote","Somewhat disagree","Yes, in Providence","In a casual relationship","I have been cheated on by my significant other","Yes, within one week of requesting it","Yes"
"2022/10/11 12:21:08 PM AST","Male","Asian","Straight","2026","Humanities/Arts","No","Somewhat concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Somewhat agree","No","Single and looking for a relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
"2022/10/11 12:22:28 PM AST","Male","White","Straight","2026","Unsure","No","Not concerned","No","Neither approve nor disapprove","Neither happy nor unhappy","Yes, in a state other than Rhode Island","Neutral","No","Single and looking for a relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Unsure"
"2022/10/11 12:22:49 PM AST","Female","Asian","Straight","2026","Social Sciences","No","Not concerned","No","Neither approve nor disapprove","Yes, somewhat happy","No","Somewhat disagree","No","In a long-term relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Yes"
"2022/10/11 12:22:53 PM AST","Female","White","Bisexual","2024","Life Sciences","No","Not concerned","Yes","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","Yes, on campus and in Providence","Single and looking for a relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","No"
"2022/10/11 12:23:56 PM AST","Female","White","Straight","2026","Physical Sciences (including math, computer science)","No","Slightly concerned","No","Neither approve nor disapprove","Yes, somewhat happy","Yes, in a state other than Rhode Island","Strongly disagree","No","Single and not looking for anything","I have been cheated on by my significant other","No, and I did not try to make an appointment","No"
"2022/10/11 12:26:24 PM AST","Prefer not to answer","White","Queer","2024","Humanities/Arts","No","Not concerned","No","Neither approve nor disapprove","Yes, very happy","Yes, in a state other than Rhode Island","Neutral","No","In a casual relationship","I have had a significant other and never cheated/been cheated on","No, and I did not try to make an appointment","Prefer not to answer"
