Timestamp,What gender do you identify with?,What race do you identify with?,Did you apply to Brown a domestic or international applicant?,What graduation class are you?,What type of financial aid do you receive from Brown?,What is your intended concentration? ,"If you've declared a second concentration, what is it?",Should Brown require applicants to submit a standardized test score (ACT/SAT)?,Do you believe that Brown should maintain preferential admissions for children of alumni?,Have you ever checked out a physical book from a Brown library?,What do you call the dorms located on Vartan Gregorian Quad?,Which Covid-19 restrictions do you think should be in place right now?, [CW: The following question refers to sexual activity] When was the last time you had sex?,[CW: The following question refers to drug use] Which of the following drugs have you used recreationally in the past six months?,"If economic sanctions do not stop Russian military actions in Ukraine, would you favor or oppose the US taking military action to stop them?"
2022/03/02 11:11:21 AM AST,Male,Prefer not to answer,Domestic,2024,None,Econ,,Prefer not to answer,No,No,Greg,None of the above,More than six months ago,Prefer not to answer,Unsure
2022/03/02 11:14:33 AM AST,Female,Asian,Domestic,2023,Grants covering all costs,East Asian Studies,Computer Science,Unsure,No,Yes,New Dorm,Prefer not to answer,I’ve never had sex,Alcohol,Unsure
2022/03/02 11:14:50 AM AST,Female,Black,Domestic,2024,Grants covering all costs,science tech society,sts,No,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Prefer not to answer,Alcohol,Unsure
2022/03/02 11:15:48 AM AST,Female,White,Domestic,2023,Grants covering some costs,anthropology,,No,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",More than six months ago,None of the above,Unsure
2022/03/02 11:18:36 AM AST,Female,White,Domestic,2023,Grants covering some costs,geology-biology,education studies,Unsure,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,Alcohol,Unsure
2022/03/02 11:20:00 AM AST,Male,Asian,International,2024,None,Economics,N/A,Unsure,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,None of the above,Prefer not to answer
2022/03/02 11:20:02 AM AST,Female,White,Domestic,2024,None,Health and human bio + Medical anthropology,,No,No,No,Greg,Required masking in class;Mandatory Covid-19 testing,Less than one month ago,Alcohol;Marijuana;Psilocybin (Psychedelic mushrooms),Unsure
2022/03/02 11:26:58 AM AST,Male,White,Domestic,2023,Grants covering some costs,Neuroscience,None,Yes,Unsure,Yes,Greg,Required masking in class,Less than one week ago,Alcohol;Marijuana;Nicotine,Unsure
2022/03/02 11:29:46 AM AST,Female,White,Domestic,2024,Grants covering some costs,Neuroscience,,No,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one month ago,Prefer not to answer,Oppose
2022/03/02 11:39:09 AM AST,Female,White,Domestic,2024,None,Health and Human Biology,International and Public Affairs,Unsure,No,Yes,Greg,Mandatory Covid-19 testing,Less than one week ago,Alcohol;Marijuana;Nicotine;prescription (not mine),Oppose
2022/03/02 11:44:14 AM AST,Male,White,Domestic,2023,Grants covering all costs,Economics ,Environmental Science ,No,Yes,Yes,New Dorm,Unsure,Less than one month ago,Alcohol;Cocaine;Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms),Oppose
2022/03/02 11:46:38 AM AST,Female,White,Domestic,2024,None,political science,,No,No,No,Greg,Mandatory Covid-19 testing,Less than one week ago,Alcohol,Oppose
2022/03/02 11:48:23 AM AST,Female,Asian,Domestic,2025,Grants covering some costs,computer science,,Unsure,Unsure,No,Greg,Required masking in class;Mandatory Covid-19 testing,More than six months ago,Alcohol;Marijuana,Unsure
2022/03/02 11:50:03 AM AST,Male,Asian,International,2024,None,Classics,Computer Science,No,Yes,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",Less than one week ago,Alcohol;Inhalants (Poppers/Whip-its);LSD (Acid);Marijuana;MDMA (Ecstasy/Molly);Nicotine;Psilocybin (Psychedelic mushrooms),Oppose
2022/03/02 11:51:39 AM AST,Male,Asian,Domestic,2023,None,Neuroscience,,Yes,No,No,New Dorm,None of the above,Less than one week ago,Alcohol;Marijuana;Nicotine,Unsure
2022/03/02 1:34:56 PM AST,Male,Asian,Domestic,2023,None,Applied Math,,Prefer not to answer,No,No,New Dorm,Mandatory Covid-19 testing;Unsure,Less than six months ago,Alcohol,Favor
2022/03/02 1:39:04 PM AST,Female,Black;White,Domestic,2025,None,Econ,Poli sci ,No,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",I’ve never had sex,Alcohol;Marijuana,Unsure
2022/03/02 1:41:26 PM AST,Male,White,Domestic,2024,Grants covering some costs,CS,,No,No,Yes,Greg,Required masking in class,Prefer not to answer,Alcohol;Marijuana,Oppose
2022/03/02 1:43:24 PM AST,Male,Middle Eastern,International,2025,Grants covering all costs,TAPS,,Unsure,No,Yes,Prefer not to answer,Required masking in class,I’ve never had sex,None of the above,Unsure
2022/03/02 1:45:43 PM AST,Female,Asian;White,Domestic,2025,None,biochemistry/molecular bio,visual arts,No,No,Yes,New Dorm,Required masking in class;Mandatory Covid-19 testing,Less than one week ago,Alcohol;Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms),Unsure
2022/03/02 1:46:42 PM AST,Male,Asian,Domestic,2024,Grants covering some costs,Economics,,Unsure,Unsure,Yes,Greg,Required masking in class;Mandatory Covid-19 testing,I’ve never had sex,Alcohol;Inhalants (Poppers/Whip-its);Marijuana;Psilocybin (Psychedelic mushrooms),Unsure
2022/03/02 1:48:08 PM AST,Female,White,Domestic,2024.5,Grants covering some costs,Economics,IAPA,Yes,No,Yes,Greg,Required masking in class,Less than one week ago,Alcohol;Marijuana;Psilocybin (Psychedelic mushrooms),Oppose
2022/03/02 1:49:37 PM AST,Female,Asian;White,Domestic,2025,None,Biology,,No,No,No,VGQ,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,None of the above,Oppose
2022/03/02 1:50:26 PM AST,Male,Asian,Domestic,2024,Grants covering some costs,biochemistry and molecular biology,,Yes,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,None of the above,Oppose
2022/03/02 1:52:48 PM AST,Female,White,International,2023,Grants covering all costs,chemical engineering,,Yes,Unsure,Yes,Unsure,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,None of the above,Favor
2022/03/02 1:52:55 PM AST,Female,Asian,Domestic,2023,None,STS,,Unsure,Yes,No,New Dorm,Required masking in class,Less than one week ago,Alcohol;Cocaine;Inhalants (Poppers/Whip-its);LSD (Acid);Marijuana;MDMA (Ecstasy/Molly);Nicotine;Psilocybin (Psychedelic mushrooms),Oppose
2022/03/02 1:54:47 PM AST,Female,White,Domestic,2024,Grants covering some costs,English,MCM,Unsure,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than six months ago,Nicotine,Unsure
2022/03/02 1:55:00 PM AST,Male,Asian,Domestic,2024,None,Chemistry,,No,Unsure,No,Greg,Required masking in class;Mandatory Covid-19 testing,Prefer not to answer,None of the above,Unsure
2022/03/02 1:56:46 PM AST,Female,White,Domestic,2024,None,History,,No,No,No,Greg,Mandatory Covid-19 testing,I’ve never had sex,None of the above,Oppose
2022/03/02 1:56:48 PM AST,Male,Asian,Domestic,2024,None,Anthropology,,No,Yes,No,Greg,Required masking in class,Less than one week ago,Alcohol,Unsure
2022/03/02 1:58:36 PM AST,Female,White,Domestic,2024,None,Physics / Philosophy ,,Yes,Unsure,Yes,Greg,Required masking in class,I’ve never had sex,None of the above,Favor
2022/03/02 1:59:18 PM AST,Female,White,Domestic,2025,Grants covering some costs,cognitive neuroscience ,philosophy,No,No,No,Unsure,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,None of the above,Favor
2022/03/02 2:00:19 PM AST,Male,White,Domestic,2023,Grants covering some costs,political science,no,Yes,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one month ago,Alcohol;Marijuana;Nicotine,Oppose
2022/03/02 2:01:49 PM AST,Female,Asian,International,2024,None,Economics,,Yes,No,Yes,New Dorm,Required masking in class;Mandatory Covid-19 testing,I’ve never had sex,Alcohol,Oppose
2022/03/02 2:03:34 PM AST,Female,White,Domestic,2023,None,neuroscience and music,neuroscience and music,No,No,Yes,New Dorm,None of the above,Less than six months ago,Alcohol;Marijuana;Nicotine,Favor
2022/03/02 2:03:36 PM AST,Male,White,Domestic,2024,None,IAPA,,Yes,Yes,Yes,Greg,None of the above,Less than one month ago,Alcohol;Cocaine;Inhalants (Poppers/Whip-its);Marijuana;Nicotine;Ketamine,Unsure
2022/03/02 2:05:20 PM AST,Male,Non-white Hispanic,Domestic,2024,None,Political Science,,No,Unsure,No,Greg,None of the above,Less than one week ago,Alcohol;Nicotine,Oppose
2022/03/02 2:05:57 PM AST,Female,Asian,Domestic,2025,None,Biology Ab  ,Hispanic Literatures and Cultures,No,No,Yes,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,None of the above,Unsure
2022/03/02 2:08:04 PM AST,Female,White,Domestic,2024,Grants covering some costs,visa,,No,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",Less than one week ago,Alcohol;Marijuana;Nicotine,Unsure
2022/03/02 2:08:04 PM AST,Male,White,Domestic,2022.5,None,math,,No,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",I’ve never had sex,Alcohol;Nicotine,Favor
2022/03/02 2:09:47 PM AST,Female,White,International,2024,None,Environmental Engineering,,No,No,Yes,Greg,Required masking in class;Mandatory Covid-19 testing,I’ve never had sex,None of the above,Favor
2022/03/02 2:11:43 PM AST,Male,White,Domestic,2023,None,Classics,International and Public Affairs,Yes,No,Yes,New Dorm,None of the above,More than six months ago,Alcohol;Nicotine,Oppose
2022/03/02 2:12:56 PM AST,Male,White,Domestic,2025,None,Econ ,no,No,No,No,Unsure,None of the above,Less than six months ago,Alcohol;Inhalants (Poppers/Whip-its);Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms),Oppose
2022/03/02 2:13:40 PM AST,Male,White,Domestic,2025,None,econ,no,Yes,Yes,Yes,Joes dorms,None of the above,Less than one week ago,Alcohol;Marijuana,Oppose
2022/03/02 2:14:07 PM AST,Male,Asian;White,Domestic,2024,None,Pure Math,APMA-CS,Unsure,No,No,Greg,None of the above,Less than one week ago,Alcohol;Cocaine;Inhalants (Poppers/Whip-its);Marijuana;Nicotine,Favor
2022/03/02 2:15:24 PM AST,Male,Asian,Domestic,2022,None,apma,,Yes,No,No,Vartan Gregorian Quad (A/B),Required masking in class,Less than one week ago,None of the above,Oppose
2022/03/02 2:15:39 PM AST,Female,White,Prefer not to answer,2025,None,pych,n/a,No,No,Yes,New Dorm,None of the above,Less than one week ago,Cocaine;LSD (Acid);Psilocybin (Psychedelic mushrooms),Prefer not to answer
2022/03/02 2:17:50 PM AST,Female,White,Domestic,2023,Grants covering some costs,cognitive neuroscience,literary arts,No,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",I’ve never had sex,None of the above,Oppose
2022/03/02 2:18:05 PM AST,Male,Black,International,2024,Grants covering some costs,business economics,,Yes,Yes,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",Prefer not to answer,Alcohol;Marijuana,Oppose
2022/03/02 2:19:09 PM AST,Female,Black,Domestic,2024,Grants covering some costs,econ,n/a,No,No,No,Greg,Prefer not to answer,Less than six months ago,Alcohol;Nicotine,Prefer not to answer
2022/03/02 2:19:49 PM AST,Male,Black,Domestic,2023,Grants covering all costs,Electrical Engineering,,Yes,No,No,Greg,Required masking in class,Prefer not to answer,None of the above,Oppose
2022/03/02 2:24:04 PM AST,Female,Asian,Domestic,2025,Grants covering some costs,business Econ x,either iapa or public health,No,No,No,Vartan Gregorian Quad (A/B),"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one month ago,Alcohol;Marijuana,Unsure
2022/03/02 2:25:18 PM AST,Female,White,Unsure,2024.5,Grants covering all costs,Public Health,,Yes,Yes,Yes,Greg,Required masking in class;Mandatory Covid-19 testing,Less than one month ago,Alcohol;Marijuana;Nicotine,Favor
2022/03/02 2:34:04 PM AST,Male,White,Domestic,2024,Grants covering some costs,International and public affairs,,No,No,No,Greg,Unsure,Less than one week ago,Alcohol;Marijuana;Nicotine,Favor
2022/03/02 2:35:02 PM AST,Female,Non-white Hispanic,Domestic,2023,Grants covering all costs,biomedical engineering,,Yes,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than six months ago,Alcohol,Unsure
2022/03/02 2:37:45 PM AST,Female,Asian,Unsure,2022,Grants covering some costs,Environmental Science,Computer Science,Yes,Yes,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Prefer not to answer,None of the above,Prefer not to answer
2022/03/02 2:38:51 PM AST,Female,White,Domestic,2022,None,econ,entrepreneurship ,Yes,No,Yes,New Dorm,Required masking in class,Less than one month ago,Alcohol,Oppose
2022/03/02 2:39:29 PM AST,Male,White,Domestic,2022,None,history,business,Yes,Yes,No,New Dorm,None of the above,Less than one month ago,Alcohol;Cocaine;LSD (Acid);Marijuana,Oppose
2022/03/02 2:40:36 PM AST,Male,White,Domestic,2024,Grants covering some costs,Math,philosophy,Yes,No,Yes,Greg,Required masking in class,Less than six months ago,Alcohol;Marijuana,Unsure
2022/03/02 2:42:40 PM AST,Male,Asian,International,2023,None,Physics,CS,No,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",More than six months ago,Alcohol,Prefer not to answer
2022/03/02 2:51:50 PM AST,Female,Asian,Domestic,2023,Grants covering all costs,BDS,,Yes,No,Yes,New Dorm,Mandatory Covid-19 testing,Less than six months ago,Alcohol;Cocaine;Inhalants (Poppers/Whip-its);Marijuana;Nicotine;Ketamine ,Oppose
2022/03/02 2:53:48 PM AST,Non-binary,White,Domestic,2025,None,IAPA,,No,No,Yes,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,None of the above,Favor
2022/03/02 2:56:58 PM AST,Male,White,Domestic,2023,None,IAPA ,IAPA ,No,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",Less than one month ago,Alcohol;Marijuana,Favor
2022/03/02 3:00:07 PM AST,Male,Asian,Domestic,2024,None,Php,Stat,No,Unsure,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one week ago,Alcohol;Marijuana,Unsure
2022/03/02 3:02:25 PM AST,Female,Black,International,2025,Grants covering all costs,Cs,,No,No,No,New Dorm,Mandatory Covid-19 testing,Prefer not to answer,None of the above,Favor
2022/03/02 3:04:12 PM AST,Non-binary,Native Hawaiian/Pacific Islander,International,2023,Grants covering some costs,Visual arts,Chemistry,Yes,No,No,Gregory ,Mandatory Covid-19 testing,More than six months ago,Marijuana;Psilocybin (Psychedelic mushrooms),Prefer not to answer
2022/03/02 3:05:15 PM AST,Prefer not to answer,Prefer not to answer,Prefer not to answer,2024.5,Prefer not to answer,Russian,,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,Prefer not to answer,LSD (Acid);Prefer not to answer,Prefer not to answer
2022/03/02 3:06:52 PM AST,Male,Asian,Domestic,2024,None,Public health,,Yes,No,No,Greg,Required masking in class;Mandatory Covid-19 testing,More than six months ago,Alcohol;Marijuana,Unsure
2022/03/02 3:17:31 PM AST,Male,White,Domestic,2022,Grants covering some costs,CS,,Unsure,No,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one month ago,Alcohol;Marijuana,Prefer not to answer
2022/03/02 3:22:15 PM AST,Male,White,Domestic,2024,Grants covering some costs,Neuroscience,Certificate in data fluency,Yes,No,No,Greg,Mandatory Covid-19 testing,More than six months ago,Alcohol;Marijuana;Nicotine,Unsure
2022/03/02 3:24:35 PM AST,Non-binary,Asian,Domestic,2024,None,Mechanical engineering ,,Yes,No,No,Greg,Mandatory Covid-19 testing,Less than one month ago,Alcohol;Marijuana,Unsure
2022/03/02 3:27:31 PM AST,Female,Asian,International,2025,None,Psychology,,Yes,No,Yes,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,Alcohol,Oppose
2022/03/02 3:31:01 PM AST,Male,White,Domestic,2025,None,Buisness,Philosophy ,No,Yes,Yes,Greg,Required masking in class,Less than one month ago,Alcohol;Nicotine,Favor
2022/03/02 3:33:45 PM AST,Female,White,International,2024.5,Grants covering all costs,Behavioral and decision sciences,N/a,No,Yes,No,Greg,Required masking in class,Prefer not to answer,Marijuana,Favor
2022/03/02 3:39:09 PM AST,Male,White,Domestic,2023,Prefer not to answer,Biochemistry and Molecular Biology,,Yes,Prefer not to answer,No,New Dorm,None of the above,Prefer not to answer,Prefer not to answer,Unsure
2022/03/02 3:41:18 PM AST,Female,Hispanic ,Domestic,2024,Grants covering some costs,Computational Neuroscience ,,No,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",More than six months ago,Alcohol;Marijuana,Unsure
2022/03/02 3:46:35 PM AST,Female,Black,Domestic,2024,Grants covering some costs,Psychology ,,No,Yes,Yes,Greg,Mandatory Covid-19 testing,Less than one week ago,Alcohol;Marijuana,Unsure
2022/03/02 3:49:44 PM AST,Female,Asian;Native Hawaiian/Pacific Islander,Domestic,2023,None,Biochemistry,,No,No,No,New Dorm,Required masking in class;Mandatory Covid-19 testing,I’ve never had sex,Alcohol;Marijuana,Favor
2022/03/02 3:51:12 PM AST,Male,Asian,Domestic,2023,None,Applied Math-CS,,Yes,Yes,No,New Dorm,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",I’ve never had sex,Alcohol,Unsure
2022/03/02 3:54:30 PM AST,Male,Asian;White,Domestic,2025,None,Economics,MCM,No,No,No,Vartan Gregorian Quad (A/B),"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one month ago,Alcohol,Oppose
2022/03/02 3:57:18 PM AST,Female,Black,Domestic,2023,Grants covering some costs,Sociology ,,Yes,No,No,New Dorm,Required masking in class;Mandatory Covid-19 testing,Less than one month ago,Alcohol,Unsure
2022/03/02 3:59:03 PM AST,Male,Asian,Domestic,2022,Grants covering some costs,Computer science,,No,No,Yes,New Dorm,Required masking in class,More than six months ago,Alcohol;LSD (Acid);Marijuana,Unsure
2022/03/02 4:06:16 PM AST,Male,White,Domestic,2024,None,Mathematics,Classics,Yes,Unsure,Yes,Greg,Required masking in class,I’ve never had sex,Alcohol,Unsure
2022/03/02 4:19:00 PM AST,Male,Non-white Hispanic;White,Domestic,2024,Grants covering all costs,APMA,,No,No,No,Greg,"Required masking in student spaces (Faunce, libraries, dining halls, etc.)",Less than one week ago,Alcohol;Marijuana;Nicotine;Psilocybin (Psychedelic mushrooms),Favor
2022/03/02 4:20:41 PM AST,Male,White,Domestic,2024,Grants covering some costs,BIOCHEMISTRY,,Yes,Yes,No,Greg,None of the above,I’ve never had sex,None of the above,Favor
2022/03/02 4:23:31 PM AST,Female,White,Domestic,2024,None,Electrical engineering,NA,Unsure,No,No,Greg,Required masking in class;Mandatory Covid-19 testing,Less than one week ago,Alcohol,Favor
2022/03/02 4:25:05 PM AST,Male,White,Domestic,2024,Grants covering some costs,Electrical Engineering,,Yes,No,Yes,Greg,None of the above,Less than one week ago,Alcohol;Marijuana,Oppose
2022/03/02 4:28:48 PM AST,Male,White,Domestic,2024,None,IAPA,,Yes,No,No,Greg,Mandatory Covid-19 testing,Less than one week ago,Alcohol;Cocaine;Marijuana;Nicotine,Oppose
2022/03/02 4:32:25 PM AST,Male,Asian;hispanic,Domestic,2022,Grants covering some costs,Public health,public health,No,No,Yes,New Dorm,Required masking in class,Less than six months ago,Alcohol;Inhalants (Poppers/Whip-its);Marijuana;Nicotine;ketamine,Oppose
2022/03/02 4:36:15 PM AST,Male,White,Domestic,2025,None,Cog-Neuro,Music,No,Unsure,No,New Dorm,None of the above,Less than one month ago,Alcohol;Marijuana,Favor
2022/03/02 4:41:27 PM AST,Female,White,Domestic,2024,None,mechanical engineering,,No,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",More than six months ago,Alcohol;Marijuana,Favor
2022/03/02 4:48:00 PM AST,Male,Black,Domestic,2024,Grants covering all costs,Psychology,Africana Studies,No,No,Yes,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.)",Less than one week ago,Alcohol;Inhalants (Poppers/Whip-its);Marijuana;Psilocybin (Psychedelic mushrooms),Oppose
2022/03/02 4:49:26 PM AST,Male,Asian,International,2024,None,CS,APMA,Yes,No,Yes,Greg,Mandatory Covid-19 testing,Less than one month ago,Alcohol;Marijuana,Oppose
2022/03/02 5:00:58 PM AST,Female,White,Domestic,2022,Grants covering some costs,cs,,Unsure,No,No,New Dorm,Mandatory Covid-19 testing,Less than one week ago,Alcohol;LSD (Acid);Marijuana,Unsure
2022/03/02 5:05:54 PM AST,Non-binary,Black,Domestic,2022,None,Music,none,No,No,Yes,New Dorm,Required masking in class;Mandatory Covid-19 testing,More than six months ago,None of the above,Oppose
2022/03/02 5:08:58 PM AST,Male,Asian;White,Domestic,2024,None,CS-Econ,,Yes,Yes,No,Greg,None of the above,Less than six months ago,Alcohol;Marijuana,Oppose
2022/03/02 5:13:12 PM AST,Female,White,Domestic,2023,None,Computer science,,Unsure,Unsure,Yes,New Dorm,Unsure,Prefer not to answer,None of the above,Unsure
2022/03/02 5:18:32 PM AST,Male,White,Domestic,2024,Grants covering some costs,Literary Arts,TAPS,Unsure,No,No,Greg,"Required masking in class;Required masking in student spaces (Faunce, libraries, dining halls, etc.);Mandatory Covid-19 testing",Less than one week ago,None of the above,Oppose
