"Timestamp","What is your current graduation year?","How would you describe your gender identity?","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","Did you vote in the November general election?","Do you think you’re more attractive than the average Brown University student?","If you could go to any undergraduate institution of your choosing (excluding Brown) which would it be?","Would you consider yourself more of a cat person or a dog person?","Do you believe President Joe Biden should run for a second term in 2024?","Do you believe colleges should consider race/ethnicity when making decisions about student admissions?","What is your height in feet/inches?","Opinion: Professors, administrators, and community leaders at Brown should regularly make land acknowledgments."
"2022/12/01 3:52:36 PM AST","2026","Male","Asian","Humanities/Arts","I am not eligible to vote","Yes, slightly more attractive","Northwestern","Dog person","Yes","No","5'8","Strongly agree"
"2022/12/01 3:52:39 PM AST","2025.5","Female","Asian;central Asian","Physical Sciences (including math, computer science)","No","No, slightly less attractive","Harvard","Dog person","Yes","Prefer not to answer","5'0","Unsure"
"2022/12/01 3:54:01 PM AST","2025","Female","White","Humanities/Arts","Yes, in a state other than Rhode Island","Yes, slightly more attractive","Barnard","Dog person","No","Yes","5'9","Strongly agree"
"2022/12/01 3:58:01 PM AST","2025","Male","Black","Humanities/Arts","No","Yes, significantly more attractive","Penn","Dog person","Yes","No","5'10","Unsure"
"2022/12/01 3:58:41 PM AST","2023","Female","Asian;Black;White","Life Sciences","Yes, in a state other than Rhode Island","No, significantly less attractive","Yale ","Dog person","Yes","Yes","4'11","Strongly agree"
"2022/12/01 4:02:03 PM AST","2023","Female","Black;White","Life Sciences","Yes, in a state other than Rhode Island","No, slightly less attractive","Community College","Dog person","Yes","No","5'9","Somewhat agree"
"2022/12/01 4:04:24 PM AST","2025","Male","Asian","Life Sciences","Yes, in a state other than Rhode Island","No, slightly less attractive","Not sure","Dog person","Yes","Yes","5'8","Unsure"
"2022/12/01 5:08:07 PM AST","2023","Female","Asian;White","Life Sciences","No","Yes, slightly more attractive","stanford","Dog person","No","Yes","5'3","Strongly agree"
"2022/12/01 5:09:39 PM AST","2024","Male","White","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","Prefer not to answer","UCLA","Dog person","No","Prefer not to answer","6'0","Somewhat agree"
"2022/12/01 5:12:24 PM AST","2026","Female","Black","Social Sciences (including economics, CLPS)","I am not eligible to vote","Yes, slightly more attractive","Yale","Prefer not to answer","Yes","No","5'6","Unsure"
"2022/12/01 5:14:52 PM AST","2026","Female","Hispanic","Social Sciences (including economics, CLPS)","I am not eligible to vote","Yes, slightly more attractive","Yale University","Dog person","No","Yes","5'7","Somewhat agree"
"2022/12/01 5:16:02 PM AST","2026","Non-binary","Asian;White","Physical Sciences (including math, computer science)","No","No, slightly less attractive","northwestern","Cat person","Yes","Yes","5'2","Somewhat agree"
"2022/12/01 5:17:19 PM AST","2024","Female","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","I am not eligible to vote","Yes, slightly more attractive","Brown","Prefer not to answer","Yes","Yes","5'3","Unsure"
"2022/12/01 5:18:55 PM AST","2024","Male","Black","Social Sciences (including economics, CLPS)","No","Yes, slightly more attractive","SCSU","Dog person","Prefer not to answer","Yes","6'2","Strongly agree"
"2022/12/01 5:23:41 PM AST","2026","Male","White","Physical Sciences (including math, computer science)","No","Prefer not to answer","MIT","Cat person","No","Yes","6'1","Somewhat agree"
"2022/12/01 5:25:35 PM AST","2026","Male","Asian","Physical Sciences (including math, computer science)","No","No, slightly less attractive","Rice","Dog person","Prefer not to answer","Prefer not to answer","5'10","Unsure"
"2022/12/01 5:25:44 PM AST","2026","Male","Asian","Life Sciences","No","Yes, significantly more attractive","Columbia","Dog person","No","No","6'0","Strongly disagree"
"2022/12/01 5:27:11 PM AST","2026","Female","Asian;Native Hawaiian/Pacific Islander","Humanities/Arts;Physical Sciences (including math, computer science)","I am not eligible to vote","Yes, slightly more attractive","University of Southern California","Dog person","Prefer not to answer","No","4'10","Strongly agree"
"2022/12/01 5:27:35 PM AST","2026","Prefer not to answer","Asian","Social Sciences (including economics, CLPS)","Prefer not to answer","Yes, slightly more attractive","northwestern","Cat person","No","Yes","5'3","Somewhat agree"
"2022/12/01 5:29:12 PM AST","2026","Female","Black","Life Sciences","Yes, in Rhode Island, which is my home state","No, slightly less attractive","Probably Yale","Cat person","Prefer not to answer","Prefer not to answer","5'3","Strongly agree"
"2022/12/01 5:29:24 PM AST","2024","Male","White","Physical Sciences (including math, computer science)","Yes, in a state other than Rhode Island","Yes, significantly more attractive","Yale","Dog person","No","No","5'11","Strongly disagree"
