"Timestamp","What is your current graduation year?","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","How old are you?","How has your political ideology changed since coming to Brown?","What do you think is the median household income in the U.S.?","To what extent do you agree with the following statement: 
Shared religious beliefs are important for a successful romantic relationship.","Do you want to get married?","Do you want to be a stay-at-home parent?","How many siblings do you have?","Check all that apply:","What is the maximum age of a person you would be in a romantic relationship with?","Have you ever been physically intimate with someone in a non-dorm Brown building?","Consider the following hypothetical scenario:
A runaway trolley is headed down a railway track. On its current path, it will run over and kill 5 people. If you pull a lever, you can divert its path to run over and kill 1 person instead.
What do you do?"
"2024/04/11 1:30:13 PM AST","2027","Woman","Asian;White","Humanities/Arts;Physical Sciences (including math, computer science)","18","My political ideology has not changed","55000","Somewhat agree","Unsure","Unsure","2","I have (an) older sibling(s)","21","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 1:30:27 PM AST","2024","Man","White","Humanities/Arts","22","My political ideology has not changed","90000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","29","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:32:13 PM AST","2024","Woman","Hispanic or Latino;White","Physical Sciences (including math, computer science)","21","I have become more liberal","40000","Strongly agree","Yes","No","1","I have (an) older sibling(s)","25","Yes","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 1:34:15 PM AST","2026","Man","Asian;White","Social Sciences (including economics, CLPS)","20","I have become more liberal","65000","Somewhat disagree","Yes","Unsure","1","I have (a) younger sibling(s)","22","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:34:23 PM AST","2026","Man","Black","Social Sciences (including economics, CLPS)","20","I have become more liberal","50000","Somewhat disagree","Yes","Unsure","1","I have (an) older sibling(s)","24","No","Unsure"
"2024/04/11 1:37:48 PM AST","2026","Man","Black","Humanities/Arts;Life Sciences;Social Sciences (including economics, CLPS)","19","Unsure","50000","Somewhat disagree","Yes","Unsure","2","I have (an) older sibling(s);I have (a) younger sibling(s)","26","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:37:58 PM AST","2027","Woman","White","Humanities/Arts","18","My political ideology has not changed","50000","Somewhat disagree","Unsure","I don't plan to be a parent","2","I have (an) older sibling(s)","20","No","Unsure"
"2024/04/11 1:39:47 PM AST","2026","Woman","White","Physical Sciences (including math, computer science)","19","I have become more liberal","40000","Unsure","Yes","No","2","I am a twin or triplet;I have (an) older sibling(s)","24","Yes","Unsure"
"2024/04/11 1:40:45 PM AST","2027","Man","Black","Social Sciences (including economics, CLPS)","17","I have become more liberal","100000","Strongly disagree","Unsure","No","1","I have (a) younger sibling(s)","21","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:45:59 PM AST","2025","Woman","Middle Eastern or North African;White","Social Sciences (including economics, CLPS)","20","My political ideology has not changed","40000","Somewhat agree","Yes","No","2","I have (a) younger sibling(s)","23","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:46:01 PM AST","2025","Woman","Asian","Humanities/Arts;Social Sciences (including economics, CLPS)","","I have become more liberal","49000","Somewhat agree","Yes","Yes","2","I have (an) older sibling(s);I have (a) younger sibling(s)","23","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:48:52 PM AST","2024","Woman","Black;Hispanic or Latino","Humanities/Arts;Social Sciences (including economics, CLPS)","21","I have become more liberal","55000","Somewhat disagree","Yes","No","2","I have (an) older sibling(s)","25","Yes","Unsure"
"2024/04/11 1:51:05 PM AST","2027","Man","White","Humanities/Arts","19","Unsure","56000","Somewhat disagree","Yes","Unsure","1","I have (an) older sibling(s)","21","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:52:12 PM AST","2027","Woman","Black;White","Humanities/Arts","18","Unsure","70000","Somewhat agree","Unsure","No","1","I have (an) older sibling(s)","23","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:52:28 PM AST","2025","Man","Black","Humanities/Arts","20","Prefer not to answer","45000","Somewhat agree","Unsure","Unsure","1","I have (a) younger sibling(s)","21","No","Unsure"
"2024/04/11 1:52:35 PM AST","2027","Woman","Black","Physical Sciences (including math, computer science)","19","I have become more liberal","80000","Strongly agree","Yes","Yes","3","I have (an) older sibling(s)","25","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:54:18 PM AST","2026","Man","Asian","Humanities/Arts","22","I have become more liberal","50000","Unsure","Yes","Unsure","1","I have (an) older sibling(s)","25","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:56:07 PM AST","2027","Woman","Black","Life Sciences","18","My political ideology has not changed","100000","Somewhat agree","Yes","Unsure","1","I have (an) older sibling(s)","21","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 1:58:26 PM AST","2025","Woman","White","Life Sciences","21","My political ideology has not changed","","Somewhat agree","Unsure","No","2","I have (a) younger sibling(s)","","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 1:59:07 PM AST","2026","Man","Hispanic or Latino;White","Social Sciences (including economics, CLPS)","19","My political ideology has not changed","50000","Somewhat agree","Yes","No","2","I am a twin or triplet;I have (an) older sibling(s)","23","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:00:37 PM AST","2027","Man","White","Physical Sciences (including math, computer science)","18","My political ideology has not changed","70000","Strongly disagree","Yes","I don't plan to be a parent","2","I have (a) younger sibling(s)","21","No","Unsure"
"2024/04/11 2:06:23 PM AST","2027","Man","White","Social Sciences (including economics, CLPS)","18","My political ideology has not changed","68000","Somewhat agree","Yes","No","0","I have no siblings","20","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:11:40 PM AST","2026","Woman","Asian;White","Life Sciences","20","I have become more liberal","67000","Somewhat disagree","Yes","No","1","I have (a) younger sibling(s)","21","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:13:51 PM AST","2025","Woman","White","Physical Sciences (including math, computer science)","21","I have become more liberal","50000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","24","Yes","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 2:15:27 PM AST","2024","Man","Black;White","Social Sciences (including economics, CLPS)","22","I have become more liberal","68000","Somewhat disagree","Yes","No","1","I have (a) younger sibling(s)","29","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:17:28 PM AST","2024","Woman","White","Social Sciences (including economics, CLPS)","21","I have become more liberal","40000","Somewhat disagree","Yes","Unsure","1","I have (an) older sibling(s)","24","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:20:10 PM AST","2024","Woman","White","Life Sciences","22","I have become more liberal","40000","Strongly agree","Yes","No","1","I have (an) older sibling(s)","26","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:22:38 PM AST","2025","Woman","White","Life Sciences","21","Unsure","50000","Somewhat disagree","Yes","No","2","I have (an) older sibling(s)","25","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:24:51 PM AST","2024","Man","Hispanic or Latino","Life Sciences;Physical Sciences (including math, computer science)","22","I have become more liberal","77000","Unsure","Unsure","No","1","I have (a) younger sibling(s)","26","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:25:17 PM AST","2025","Man","White","Physical Sciences (including math, computer science)","21","I have become more conservative","65000","Somewhat agree","Unsure","No","0","I have no siblings","24","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:26:23 PM AST","2024","Man","White","Social Sciences (including economics, CLPS)","22","My political ideology has not changed","70000","Somewhat disagree","Yes","I don't plan to be a parent","2","I have (an) older sibling(s);I have (a) younger sibling(s)","27","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:27:11 PM AST","2024","Man","Asian","Social Sciences (including economics, CLPS)","22","I have become more liberal","60000","Somewhat disagree","Yes","No","1","I have (an) older sibling(s)","23","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:28:00 PM AST","2024","Woman","Asian","Life Sciences","22","I have become more conservative","80000","Somewhat agree","Yes","No","1","I have (a) younger sibling(s)","25","Yes","Unsure"
"2024/04/11 2:29:06 PM AST","2024","Prefer not to answer","Prefer not to answer","Social Sciences (including economics, CLPS)","76","Unsure","10000000","Strongly agree","Yes","No","5+","I have (a) younger sibling(s)","87","No","Unsure"
"2024/04/11 2:30:45 PM AST","2027","Man","Black","Social Sciences (including economics, CLPS)","18","My political ideology has not changed","45000","Somewhat disagree","Yes","No","1","I have (a) younger sibling(s)","24","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 2:30:45 PM AST","2027","Man","White","Humanities/Arts","18","I have become more liberal","55000","Somewhat disagree","Yes","Yes","2","I am a twin or triplet","65","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:33:57 PM AST","2026","Man","Asian;Hispanic or Latino;White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","20","My political ideology has not changed","45000","Somewhat agree","Yes","Unsure","2","I have (an) older sibling(s);I have (a) younger sibling(s)","24","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 2:34:18 PM AST","2025","Man","White","Humanities/Arts","22","I have become more conservative","40000","Strongly disagree","Yes","No","1","I have (a) younger sibling(s)","28","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:36:48 PM AST","2024","Woman","White","Physical Sciences (including math, computer science)","22","My political ideology has not changed","57000","Somewhat disagree","Yes","No","1","I have (an) older sibling(s)","24","Yes","Unsure"
"2024/04/11 2:36:57 PM AST","2025","Woman","Asian","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","22","I have become more liberal","60000","Somewhat agree","Yes","No","0","I have no siblings","27","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:37:31 PM AST","2024","Woman","White","Social Sciences (including economics, CLPS)","21","I have become more liberal","","Somewhat agree","Yes","Unsure","1","I have (an) older sibling(s)","","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 2:40:40 PM AST","2024","Man","Asian","Physical Sciences (including math, computer science)","22","I have become more liberal","65000","Somewhat agree","Unsure","Unsure","2","I have (an) older sibling(s);I have (a) younger sibling(s)","","Prefer not to answer","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:41:59 PM AST","2027","Woman","Hispanic or Latino","Humanities/Arts","19","I have become more conservative","70000","Somewhat agree","Yes","I don't plan to be a parent","1","I have (an) older sibling(s)","23","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:43:11 PM AST","2027","Man","Asian","Physical Sciences (including math, computer science)","18","I have become more liberal","57000","Somewhat agree","Unsure","No","1","I am a twin or triplet","20","Yes","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 2:44:18 PM AST","2024","Woman","Asian","Social Sciences (including economics, CLPS)","21","I have become more liberal","90000","Somewhat agree","Unsure","Unsure","1","I have (a) younger sibling(s)","30","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:44:23 PM AST","2027","Man","White","Humanities/Arts","19","Unsure","75000","Somewhat disagree","Yes","No","2","I am a twin or triplet","24","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:47:22 PM AST","2025","Woman","White","Humanities/Arts;Physical Sciences (including math, computer science)","21","I have become more liberal","40000","Somewhat agree","Yes","No","2","I have (a) younger sibling(s)","23","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:49:18 PM AST","2025","Woman","White","Humanities/Arts","21","My political ideology has not changed","47000","Somewhat agree","Yes","Unsure","5+","I have (a) younger sibling(s)","35","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:50:12 PM AST","2027","Man","White","Humanities/Arts;Social Sciences (including economics, CLPS)","19","My political ideology has not changed","45000","Somewhat disagree","Yes","Unsure","1","I have (a) younger sibling(s)","23","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 2:52:32 PM AST","2024","Woman","Asian","Social Sciences (including economics, CLPS)","22","I have become more liberal","90000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","31","No","Unsure"
"2024/04/11 2:53:19 PM AST","2027","Man","White","Social Sciences (including economics, CLPS)","18","I have become more liberal","60000","Somewhat agree","Yes","No","3","I have (an) older sibling(s);I have (a) younger sibling(s)","22","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 2:54:01 PM AST","2024","Man","White","Life Sciences","23","My political ideology has not changed","50000","Somewhat disagree","Yes","Yes","1","I have (an) older sibling(s)","30","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:57:28 PM AST","2027","Man","Asian","Physical Sciences (including math, computer science)","19","I have become more conservative","80000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","21","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 2:57:35 PM AST","2027","Man","Asian","Humanities/Arts;Social Sciences (including economics, CLPS)","18","Prefer not to answer","20000","Somewhat agree","Yes","No","0","I have no siblings","100","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 2:57:58 PM AST","2026.5","Woman","Hispanic or Latino;Native American or Alaska Native","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","20","I have become more conservative","40000","Somewhat disagree","Yes","Unsure","2","I have (an) older sibling(s)","23","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:00:48 PM AST","2026","Man","Hispanic or Latino;White","Physical Sciences (including math, computer science)","20","My political ideology has not changed","70000","Somewhat agree","Yes","Unsure","3","I have (a) younger sibling(s)","25","Yes","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 3:03:15 PM AST","2026","Man","Asian","Social Sciences (including economics, CLPS)","19","I have become more conservative","30000","Somewhat agree","Unsure","No","1","I have (a) younger sibling(s)","21","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:03:27 PM AST","2027","Woman","Black;White","Life Sciences","19","My political ideology has not changed","","Somewhat agree","Yes","No","1","I have (a) younger sibling(s)","21","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:03:57 PM AST","2026","Man","Native Hawaiian or Pacific Islander","Social Sciences (including economics, CLPS)","19","I have become more conservative","30000","Somewhat agree","No","No","2","I have (an) older sibling(s)","22","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:05:23 PM AST","2026","Woman","White","Life Sciences","20","My political ideology has not changed","40000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","26","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 3:07:31 PM AST","2026","Man","Asian;Hispanic or Latino;Native American or Alaska Native","Life Sciences;Physical Sciences (including math, computer science)","20","My political ideology has not changed","","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:09:55 PM AST","2027","Woman","White","Humanities/Arts","","I have become more liberal","","Somewhat agree","Yes","Unsure","1","I have (a) younger sibling(s)","23","Yes","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 3:10:39 PM AST","2027","Woman","White","Life Sciences","18","My political ideology has not changed","70000","Somewhat agree","Yes","No","1","I have (a) younger sibling(s)","20","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:12:15 PM AST","2027","Unsure","White","Humanities/Arts","19","Unsure","35000","Somewhat disagree","Unsure","Unsure","1","I have (a) younger sibling(s)","23","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:15:08 PM AST","2026","Woman","White","Social Sciences (including economics, CLPS)","19","I have become more liberal","70000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","24","No","Unsure"
"2024/04/11 3:15:22 PM AST","2027","Woman","Hispanic or Latino","Physical Sciences (including math, computer science)","","My political ideology has not changed","","Somewhat agree","Unsure","No","1","I have (a) younger sibling(s)","","Prefer not to answer","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 3:16:06 PM AST","2027","Woman","White","Physical Sciences (including math, computer science)","27","My political ideology has not changed","30000","Somewhat disagree","Yes","No","2","I have (an) older sibling(s)","33","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:16:12 PM AST","2025","Woman","White","Social Sciences (including economics, CLPS)","21","I have become more conservative","70000","Strongly agree","Yes","No","1","I have (an) older sibling(s)","24","No","Prefer not to answer"
"2024/04/11 3:17:48 PM AST","2027","Man","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","19","My political ideology has not changed","90000","Somewhat disagree","Unsure","Unsure","0","I have no siblings","22","No","Unsure"
"2024/04/11 3:20:01 PM AST","2026","Man","White","Life Sciences","19","I have become more conservative","60000","Strongly agree","Yes","No","1","I have (a) younger sibling(s)","20","Prefer not to answer","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 3:20:03 PM AST","2025","Woman","Hispanic or Latino","Humanities/Arts;Life Sciences","21","Unsure","75000","Somewhat agree","Unsure","I don't plan to be a parent","3","I have (an) older sibling(s);I have (a) younger sibling(s)","29","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:24:18 PM AST","2027","Woman","Asian","Physical Sciences (including math, computer science)","18","My political ideology has not changed","70000","Strongly agree","Yes","No","1","I have (an) older sibling(s)","","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:25:57 PM AST","2024","Woman","Asian","Social Sciences (including economics, CLPS)","","My political ideology has not changed","70000","Somewhat disagree","Yes","No","1","I have (an) older sibling(s)","23","Prefer not to answer","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:26:46 PM AST","2024","Man","White","Social Sciences (including economics, CLPS)","21","I have become more liberal","121000","Somewhat agree","Yes","Unsure","2","I have (a) younger sibling(s)","32","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:27:34 PM AST","2026","Woman","Asian","Physical Sciences (including math, computer science)","20","Unsure","80000","Somewhat disagree","Unsure","No","1","I have (a) younger sibling(s)","19","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:28:09 PM AST","2024","Man","White","Humanities/Arts","22","I have become more liberal","42000","Somewhat disagree","Yes","No","4","I have (an) older sibling(s);I have (a) younger sibling(s)","25","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:29:32 PM AST","2025","Woman","Asian","Life Sciences","27","My political ideology has not changed","60000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","30","Prefer not to answer","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:30:05 PM AST","2026","Woman","Hispanic or Latino","Physical Sciences (including math, computer science)","20","My political ideology has not changed","80","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","23","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:33:10 PM AST","2026","Woman","Asian","Humanities/Arts","20","My political ideology has not changed","150000","Strongly disagree","Yes","No","0","I have no siblings","23","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:35:25 PM AST","2024","Man","White","Physical Sciences (including math, computer science)","22","I have become more liberal","60000","Unsure","Yes","No","2","I have (a) younger sibling(s)","30","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:35:33 PM AST","2025","Woman;Non-binary;Questioning","Asian","Humanities/Arts;Physical Sciences (including math, computer science)","21","I have become more liberal","80000","Somewhat disagree","Unsure","Unsure","1","I have (a) younger sibling(s)","30","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:37:44 PM AST","2027","Woman","Asian;White","Humanities/Arts;Social Sciences (including economics, CLPS)","18","My political ideology has not changed","75000","Somewhat agree","Yes","No","1","I have (an) older sibling(s)","21","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:39:51 PM AST","2025","Man","White","Social Sciences (including economics, CLPS)","21","I have become more conservative","72000","Somewhat agree","Yes","No","1","I have (a) younger sibling(s)","25","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:48:36 PM AST","2027","Non-binary","Asian","Humanities/Arts;Physical Sciences (including math, computer science)","18","My political ideology has not changed","50000","Somewhat agree","Yes","No","2","I have (an) older sibling(s)","22","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:50:44 PM AST","2027","Man","White","Humanities/Arts","19","I have become more liberal","60000","Somewhat disagree","Yes","No","1","I have (a) younger sibling(s)","22","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:52:12 PM AST","2027","Man","Asian","Social Sciences (including economics, CLPS)","19","I have become more conservative","40000","Somewhat agree","Yes","No","0","I have no siblings","22","No","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:53:27 PM AST","2027","Man","White","Humanities/Arts;Social Sciences (including economics, CLPS)","18","I have become more liberal","50000","Prefer not to answer","Yes","No","2","I have (an) older sibling(s);I have (a) younger sibling(s)","19","No","Unsure"
"2024/04/11 3:55:11 PM AST","2026","Man","Asian","Physical Sciences (including math, computer science)","19","My political ideology has not changed","70000","Somewhat disagree","Yes","No","1","I have (a) younger sibling(s)","22","No","Unsure"
"2024/04/11 3:57:18 PM AST","2024","Man","White","Social Sciences (including economics, CLPS)","23","I have become more liberal","66500","Somewhat disagree","Yes","Unsure","1","I have (an) older sibling(s)","25","Yes","I would pull the lever, diverting the trolley’s path"
"2024/04/11 3:57:43 PM AST","2025","Man","Asian","Physical Sciences (including math, computer science)","20","Unsure","60000","Strongly agree","Yes","Unsure","2","I have (an) older sibling(s);I have (a) younger sibling(s)","24","No","I would not pull the lever, leaving the trolley on its current path"
"2024/04/11 3:59:47 PM AST","2024","Woman","White","Humanities/Arts","21","I have become more liberal","53000","Somewhat disagree","Unsure","No","1","I have (a) younger sibling(s)","24","No","I would pull the lever, diverting the trolley’s path"
