"Timestamp","What is your current graduation year?","What is your (intended) concentration area(s)?","How would you describe your gender identity? Check all that apply.","Which of the following do you consider yourself to be?","How would you describe your race and ethnicity? Check all that apply.","Do you participate in athletics at Brown? Select all that apply.","How would you describe your political views?","Would you drop out of Brown for a million dollars? (You cannot enroll elsewhere)","To what extent do you agree with the following statement: Our country needs to reduce political correctness and cancel culture.","Which would you rather have guaranteed upon graduation?","Have you ever ended a friendship over a difference in political opinion?","Do you consider yourself neurodivergent?","How serious a problem do you think illegal immigration is for the United States right now?","To what extent do you agree with the following statement: I feel satisfied with my social experience at Brown.","Would you rather die now or live forever?"
"2024/11/20 3:33:05 PM EST","2028","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Straight","White","Yes, club athletics","Moderate","Yes","Somewhat agree","Dream job","No","Unsure","Somewhat serious","Strongly agree","Live forever"
"2024/11/20 3:33:34 PM EST","2028","Life Sciences;Physical Sciences (including math, computer science)","Man","Straight;Asexual","Asian;Black","Yes, club athletics","Moderate","No","Somewhat agree","Dream job","No","No","Somewhat serious","Somewhat agree","Die now"
"2024/11/20 3:35:55 PM EST","2026","Life Sciences;Physical Sciences (including math, computer science)","Man","Gay;Queer","Asian;White","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat disagree","Ideal romantic partner","No","No","Not too serious","Strongly disagree","Die now"
"2024/11/20 3:38:42 PM EST","2026","Physical Sciences (including math, computer science)","Woman","Bisexual","Middle Eastern or North African","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat agree","Dream job","Yes","No","Unsure","Somewhat agree","Die now"
"2024/11/20 3:40:30 PM EST","2028","Physical Sciences (including math, computer science)","Man","Straight","White","No, I do not participate in varsity or club athletics","Moderate","Yes","Somewhat disagree","Dream job","No","No","Somewhat serious","Somewhat agree","Die now"
"2024/11/20 3:46:40 PM EST","2028","Life Sciences","Woman","Lesbian","White","Yes, varsity athletics","Very liberal","Yes","Somewhat agree","Dream job","Yes","No","Not at all serious","Somewhat agree","Die now"
"2024/11/20 3:50:44 PM EST","2025","Physical Sciences (including math, computer science)","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat agree","Ideal romantic partner","Unsure","No","Not too serious","Strongly agree","Die now"
"2024/11/20 3:51:20 PM EST","2027","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Queer;Questioning","Asian","No, I do not participate in varsity or club athletics","Moderate","No","Strongly agree","Dream job","No","Unsure","Somewhat serious","Somewhat disagree","Live forever"
"2024/11/20 3:51:32 PM EST","2025","Physical Sciences (including math, computer science)","Woman","Bisexual","White","No, I do not participate in varsity or club athletics","Very liberal","Yes","Somewhat agree","Dream job","Unsure","No","Not too serious","Somewhat agree","Live forever"
"2024/11/20 3:59:12 PM EST","2028","Social Sciences (including economics, CLPS)","Woman","Bisexual;Straight","Asian;Hispanic or Latino","No, I do not participate in varsity or club athletics","Moderate","Yes","Somewhat agree","Dream job","Unsure","No","Very serious","Somewhat agree","Live forever"
"2024/11/20 3:59:21 PM EST","2028","Humanities/Arts;Social Sciences (including economics, CLPS)","Woman","Straight","Hispanic or Latino","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","Unsure","Very serious","Somewhat agree","Die now"
"2024/11/20 4:00:21 PM EST","2027","Social Sciences (including economics, CLPS)","Woman","Bisexual","White","Yes, club athletics","Very liberal","No","Somewhat disagree","Ideal romantic partner","Yes","No","Not at all serious","Strongly agree","Live forever"
"2024/11/20 4:03:02 PM EST","2028","Life Sciences","Woman","Bisexual;Questioning","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Not at all serious","Somewhat agree","Die now"
"2024/11/21 10:14:07 AM EST","2025","Physical Sciences (including math, computer science)","Man","Straight","Middle Eastern or North African","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat disagree","Ideal romantic partner","No","No","Not at all serious","Strongly agree","Live forever"
"2024/11/21 10:17:37 AM EST","2027","Humanities/Arts;Social Sciences (including economics, CLPS)","Man","Gay","White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat disagree","Dream job","No","No","Not too serious","Somewhat agree","Live forever"
"2024/11/21 10:25:22 AM EST","2025","Life Sciences;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Moderate","Yes","Somewhat agree","Ideal romantic partner","No","No","Unsure","Strongly agree","Die now"
"2024/11/21 10:25:47 AM EST","2025","Physical Sciences (including math, computer science)","Man","Straight;Questioning","White","No, I do not participate in varsity or club athletics","Liberal","No","Prefer not to answer","Ideal romantic partner","No","No","Not too serious","Strongly agree","Live forever"
"2024/11/21 10:31:54 AM EST","2025","Life Sciences","Man","Straight","White","No, I do not participate in varsity or club athletics","Moderate","No","Somewhat agree","Dream job","No","Yes","Very serious","Somewhat agree","Live forever"
"2024/11/21 10:33:17 AM EST","2028","Social Sciences (including economics, CLPS)","Man","Straight","Hispanic or Latino","Yes, club athletics","Moderate","No","Somewhat agree","Ideal romantic partner","No","No","Very serious","Strongly agree","Live forever"
"2024/11/21 10:39:45 AM EST","2027","Life Sciences","Man","Straight","Asian","Prefer not to answer","Liberal","Yes","Prefer not to answer","Ideal romantic partner","No","Unsure","Not at all serious","Strongly agree","Die now"
"2024/11/21 10:41:46 AM EST","2027","Physical Sciences (including math, computer science)","Man","Gay","White","Yes, club athletics","Moderate","No","Strongly agree","Ideal romantic partner","No","No","Unsure","Somewhat agree","Die now"
"2024/11/21 10:59:20 AM EST","2026","Life Sciences","Man","Straight","White","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat disagree","Dream job","Yes","Yes","Not too serious","Somewhat disagree","Die now"
"2024/11/21 11:02:58 AM EST","2025","Social Sciences (including economics, CLPS)","Man","Straight","White","No, I do not participate in varsity or club athletics","Conservative","No","Strongly agree","Dream job","No","Unsure","Very serious","Strongly agree","Live forever"
"2024/11/21 11:13:32 AM EST","2026","Physical Sciences (including math, computer science)","Woman","Straight","Asian;White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Somewhat serious","Somewhat agree","Live forever"
"2024/11/21 11:15:54 AM EST","2028","Physical Sciences (including math, computer science)","Woman;Unsure","Bisexual","Asian","Yes, club athletics","Very liberal","No","Somewhat agree","Dream job","Yes","No","Not at all serious","Somewhat agree","Die now"
"2024/11/21 11:17:17 AM EST","2027","Humanities/Arts;Life Sciences","Man","Straight","Asian","Yes, club athletics","Liberal","No","Somewhat agree","Dream job","No","Yes","Not too serious","Somewhat agree","Die now"
"2024/11/21 11:20:11 AM EST","2027","Physical Sciences (including math, computer science)","Man","Straight","Native American or Alaska Native","No, I do not participate in varsity or club athletics","Unsure","Yes","Prefer not to answer","Ideal romantic partner","No","Unsure","Somewhat serious","Somewhat agree","Die now"
"2024/11/21 11:20:33 AM EST","2025","Physical Sciences (including math, computer science)","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Moderate","No","Strongly agree","Prefer not to answer","No","No","Not too serious","Somewhat agree","Die now"
"2024/11/21 11:21:38 AM EST","2026","Life Sciences","Woman","Straight","White","No, I do not participate in varsity or club athletics","Liberal","No","Strongly agree","Prefer not to answer","Prefer not to answer","No","Not too serious","Unsure","Live forever"
"2024/11/21 11:24:58 AM EST","2026","Humanities/Arts","Woman","Straight","White","No, I do not participate in varsity or club athletics","Moderate","No","Somewhat agree","Ideal romantic partner","No","No","Somewhat serious","Strongly agree","Live forever"
"2024/11/21 11:26:36 AM EST","2025","Humanities/Arts;Social Sciences (including economics, CLPS)","Woman","Straight","White","No, I do not participate in varsity or club athletics","Liberal","Yes","Strongly agree","Dream job","Unsure","No","Very serious","Somewhat disagree","Die now"
"2024/11/21 11:28:11 AM EST","2028","Humanities/Arts","Woman","Prefer not to answer","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat disagree","Dream job","Unsure","Unsure","Somewhat serious","Unsure","Prefer not to answer"
"2024/11/21 11:34:09 AM EST","2028","Physical Sciences (including math, computer science)","Man","Straight","Asian","Yes, varsity athletics","Moderate","Yes","Somewhat agree","Dream job","No","No","Not too serious","Somewhat agree","Die now"
"2024/11/21 11:37:55 AM EST","2025","Physical Sciences (including math, computer science)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat agree","Prefer not to answer","No","No","Somewhat serious","Somewhat agree","Die now"
"2024/11/21 11:39:19 AM EST","2025","Humanities/Arts","Man","Straight","White","Yes, club athletics","Liberal","No","Somewhat disagree","Dream job","No","No","Not too serious","Somewhat agree","Live forever"
"2024/11/21 11:40:22 AM EST","2025","Humanities/Arts","Man","Straight","White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Ideal romantic partner","No","No","Not too serious","Strongly agree","Live forever"
"2024/11/21 11:41:26 AM EST","2026","Physical Sciences (including math, computer science)","Woman","Straight","Middle Eastern or North African","Yes, club athletics","Moderate","No","Somewhat disagree","Dream job","Unsure","No","Somewhat serious","Somewhat agree","Live forever"
"2024/11/21 11:42:26 AM EST","2026","Physical Sciences (including math, computer science)","Man","Gay","White","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat agree","Ideal romantic partner","No","No","Not too serious","Strongly agree","Die now"
"2024/11/21 11:44:26 AM EST","2028","Social Sciences (including economics, CLPS)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat agree","Dream job","Yes","No","Prefer not to answer","Somewhat agree","Live forever"
"2024/11/21 11:47:12 AM EST","2027","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Strongly disagree","Dream job","No","No","Not too serious","Strongly agree","Live forever"
"2024/11/21 11:49:12 AM EST","2026","Life Sciences","Woman","Bisexual","Black","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat disagree","Dream job","Unsure","No","Not at all serious","Somewhat agree","Prefer not to answer"
"2024/11/21 11:51:07 AM EST","2027","Physical Sciences (including math, computer science)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Not at all serious","Somewhat disagree","Live forever"
"2024/11/21 11:51:47 AM EST","2026","Social Sciences (including economics, CLPS)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat agree","Ideal romantic partner","No","No","Somewhat serious","Somewhat agree","Live forever"
"2024/11/21 11:52:06 AM EST","2028","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","Unsure","Unsure","Not too serious","Strongly disagree","Die now"
"2024/11/21 11:52:20 AM EST","2025","Life Sciences","Woman","Lesbian","White","Yes, varsity athletics","Liberal","Prefer not to answer","Somewhat disagree","Dream job","Yes","Unsure","Unsure","Somewhat agree","Live forever"
"2024/11/21 11:53:21 AM EST","2026","Life Sciences","Woman","Bisexual","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Not too serious","Strongly agree","Die now"
"2024/11/21 11:55:37 AM EST","2027","Humanities/Arts;Physical Sciences (including math, computer science)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat disagree","Dream job","Yes","Unsure","Unsure","Somewhat agree",""
"2024/11/21 11:58:25 AM EST","2026","Life Sciences;Physical Sciences (including math, computer science)","Man","Straight","Asian;White","Yes, club athletics","Moderate","No","Strongly agree","Prefer not to answer","No","No","Unsure","Somewhat agree","Live forever"
"2024/11/21 11:58:31 AM EST","2027","Social Sciences (including economics, CLPS)","Man","Straight","Black","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat disagree","Ideal romantic partner","No","No","Not at all serious","Strongly agree","Live forever"
"2024/11/21 12:01:00 PM EST","2027","Humanities/Arts;Life Sciences","Woman","Queer","Black;White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","Yes","No","Not too serious","Strongly agree","Die now"
"2024/11/21 12:02:29 PM EST","2026","Social Sciences (including economics, CLPS)","Man","Gay","Hispanic or Latino;Native American or Alaska Native","No, I do not participate in varsity or club athletics","Very liberal","No","Strongly disagree","Ideal romantic partner","Yes","Yes","Not too serious","Somewhat agree","Live forever"
"2024/11/21 12:03:45 PM EST","2025","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Straight","White","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat agree","Ideal romantic partner","No","Unsure","Not too serious","Somewhat disagree","Die now"
"2024/11/21 12:04:59 PM EST","2026","Humanities/Arts","Woman","Queer","Asian","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat agree","Dream job","No","Unsure","Not at all serious","Somewhat agree","Die now"
"2024/11/21 12:05:00 PM EST","2025","Life Sciences","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Not too serious","Strongly agree","Live forever"
"2024/11/21 12:07:42 PM EST","2028","Social Sciences (including economics, CLPS)","Woman","Pansexual;Asexual","Asian","No, I do not participate in varsity or club athletics","Very liberal","Yes","Somewhat agree","Dream job","Yes","Unsure","Not too serious","Somewhat agree","Die now"
"2024/11/21 12:10:05 PM EST","2028","Social Sciences (including economics, CLPS)","Woman","Straight","Hispanic or Latino","No, I do not participate in varsity or club athletics","Moderate","No","Somewhat agree","Dream job","No","No","Not too serious","Somewhat agree","Prefer not to answer"
"2024/11/21 12:14:52 PM EST","2027","Social Sciences (including economics, CLPS)","Man","Gay","White","No, I do not participate in varsity or club athletics","Very liberal","Yes","Strongly disagree","Dream job","Yes","No","Not too serious","Somewhat agree","Die now"
"2024/11/21 12:15:07 PM EST","2027","Life Sciences","Woman","Queer","Black;White","Yes, club athletics","Liberal","No","Somewhat agree","Dream job","Yes","Unsure","Unsure","Strongly agree","Live forever"
"2024/11/21 12:16:01 PM EST","2028","Physical Sciences (including math, computer science)","Woman","Straight","Black","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat disagree","Dream job","No","Yes","Not at all serious","Somewhat agree","Die now"
"2024/11/21 12:18:47 PM EST","2027","Life Sciences;Physical Sciences (including math, computer science)","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Moderate","No","Somewhat agree","Prefer not to answer","No","Unsure","Somewhat serious","Somewhat disagree","Die now"
"2024/11/21 12:20:30 PM EST","2027","Physical Sciences (including math, computer science)","Man","Gay","White","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat disagree","Dream job","No","No","Somewhat serious","Somewhat agree","Live forever"
"2024/11/21 12:20:31 PM EST","2028","Physical Sciences (including math, computer science)","Woman","Bisexual","Hispanic or Latino","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","Yes","Unsure","Not at all serious","Somewhat agree","Die now"
"2024/11/21 12:22:07 PM EST","2026","Physical Sciences (including math, computer science)","Woman","Straight","Middle Eastern or North African","No, I do not participate in varsity or club athletics","Liberal","No","Strongly disagree","Dream job","Unsure","Unsure","Not too serious","Strongly agree","Live forever"
"2024/11/21 12:24:59 PM EST","2025","Social Sciences (including economics, CLPS)","Man","Gay","Hispanic or Latino","No, I do not participate in varsity or club athletics","Liberal","No","Strongly agree","Dream job","No","Yes","Not at all serious","Strongly agree","Live forever"
"2024/11/21 12:26:34 PM EST","2028","Humanities/Arts;Social Sciences (including economics, CLPS)","Woman","Bisexual","Asian","Yes, club athletics","Liberal","No","Somewhat agree","Dream job","Unsure","No","Not too serious","Somewhat agree","Prefer not to answer"
"2024/11/21 12:29:08 PM EST","2025","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Straight","Asian;White","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat disagree","Dream job","No","Yes","Not too serious","Somewhat agree","Die now"
"2024/11/21 12:30:12 PM EST","2025","Life Sciences","Man","Straight","White","Yes, club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Not too serious","Strongly agree","Die now"
"2024/11/21 12:30:59 PM EST","2025","Physical Sciences (including math, computer science)","Man","Straight","Asian","Yes, club athletics","Moderate","No","Somewhat agree","Dream job","No","No","Somewhat serious","Somewhat agree","Die now"
"2024/11/21 12:31:06 PM EST","2026","Life Sciences","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Strongly agree","Dream job","Yes","No","Very serious","Strongly agree","Die now"
"2024/11/21 12:33:22 PM EST","2027","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat agree","Prefer not to answer","No","No","Unsure","Somewhat agree","Live forever"
"2024/11/21 12:33:51 PM EST","2027","Physical Sciences (including math, computer science)","Man","Straight","Asian","Yes, club athletics","Liberal","No","Prefer not to answer","Ideal romantic partner","No","Prefer not to answer","Not too serious","Somewhat agree","Live forever"
"2024/11/21 12:39:18 PM EST","2027","Life Sciences","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat disagree","Ideal romantic partner","Yes","Yes","Not too serious","Somewhat disagree","Die now"
"2024/11/21 12:43:01 PM EST","2025","Life Sciences","Woman","Straight","Asian;Native Hawaiian or Pacific Islander","Yes, club athletics","Moderate","Yes","Somewhat agree","Dream job","Yes","Unsure","Very serious","Somewhat agree","Die now"
"2024/11/21 12:44:33 PM EST","2025","Social Sciences (including economics, CLPS)","Woman","Straight","White","No, I do not participate in varsity or club athletics","Liberal","No","Strongly agree","Dream job","Yes","No","Unsure","Somewhat agree","Die now"
"2024/11/21 12:48:47 PM EST","2026","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Straight","White","Yes, varsity athletics","Moderate","No","Somewhat agree","Dream job","No","No","Not too serious","Somewhat disagree","Live forever"
"2024/11/21 12:51:30 PM EST","2026","Life Sciences;Physical Sciences (including math, computer science)","Woman","Straight","Asian","Yes, varsity athletics","Liberal","No","Somewhat disagree","Dream job","Yes","No","Not too serious","Somewhat agree","Live forever"
"2024/11/21 12:52:12 PM EST","2028","Life Sciences;Social Sciences (including economics, CLPS)","Woman","Bisexual","Asian;White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Ideal romantic partner","No","No","Somewhat serious","Strongly agree","Die now"
"2024/11/21 12:52:48 PM EST","2026","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Straight","Asian","Yes, club athletics","Moderate","No","Somewhat agree","Ideal romantic partner","No","No","Somewhat serious","Strongly agree","Live forever"
"2024/11/21 12:53:40 PM EST","2026","Humanities/Arts;Social Sciences (including economics, CLPS)","Non-binary","Bisexual","White","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat agree","Dream job","No","Unsure","Not at all serious","Somewhat agree","Die now"
"2024/11/21 12:55:43 PM EST","2028","Physical Sciences (including math, computer science)","Woman","Straight","White","Yes, club athletics","Moderate","No","Somewhat agree","Dream job","No","Yes","Not too serious","Somewhat agree","Live forever"
"2024/11/21 12:56:22 PM EST","2028","Humanities/Arts;Social Sciences (including economics, CLPS)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Dream job","No","Unsure","Somewhat serious","Strongly agree","Live forever"
"2024/11/21 1:04:34 PM EST","2027","Social Sciences (including economics, CLPS)","Man","Bisexual","White","Prefer not to answer","Very liberal","Yes","Somewhat agree","Ideal romantic partner","Yes","No","Not at all serious","Strongly disagree","Die now"
"2024/11/21 1:04:42 PM EST","2028","Physical Sciences (including math, computer science)","Woman","Straight","Black","No, I do not participate in varsity or club athletics","Liberal","No","Strongly disagree","Dream job","Yes","No","Not too serious","Strongly agree","Live forever"
"2024/11/21 1:13:59 PM EST","2025","Physical Sciences (including math, computer science)","Man","Straight","White","Yes, club athletics","Liberal","No","Somewhat disagree","Ideal romantic partner","Unsure","No","Not too serious","Strongly agree","Live forever"
"2024/11/21 1:17:51 PM EST","2026","Humanities/Arts","Woman","Bisexual","Black;White","No, I do not participate in varsity or club athletics","Liberal","No","Strongly agree","Dream job","No","Yes","Very serious","Strongly agree","Die now"
"2024/11/21 1:19:50 PM EST","2028","Humanities/Arts","Non-binary","Queer","Native American or Alaska Native;White","No, I do not participate in varsity or club athletics","Very liberal","Yes","Somewhat agree","Dream job","No","No","Not too serious","Somewhat agree","Die now"
"2024/11/21 1:23:46 PM EST","2026","Humanities/Arts;Social Sciences (including economics, CLPS)","Woman","Straight","White","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat disagree","Dream job","Unsure","Unsure","Not at all serious","Strongly agree","Die now"
"2024/11/21 1:26:07 PM EST","2027","Social Sciences (including economics, CLPS)","Woman","Lesbian","Asian","No, I do not participate in varsity or club athletics","Very liberal","No","Prefer not to answer","Dream job","Yes","No","Not at all serious","Strongly agree","Die now"
"2024/11/21 1:26:14 PM EST","2027","Humanities/Arts","Woman","Queer","Asian","Yes, club athletics","Very liberal","No","Strongly disagree","Dream job","Yes","Unsure","Not at all serious","Somewhat agree","Live forever"
"2024/11/21 1:29:43 PM EST","2027","Physical Sciences (including math, computer science)","Man","Straight","White","Yes, club athletics","Liberal","Yes","Somewhat agree","Ideal romantic partner","No","No","Prefer not to answer","Somewhat agree","Die now"
"2024/11/21 1:33:23 PM EST","2028","Physical Sciences (including math, computer science)","Woman","Straight","Asian","No, I do not participate in varsity or club athletics","Very liberal","No","Strongly agree","Ideal romantic partner","No","No","Very serious","Somewhat agree","Die now"
"2024/11/21 1:35:36 PM EST","2025","Humanities/Arts","Man","Gay","Asian;White","No, I do not participate in varsity or club athletics","Moderate","No","Somewhat agree","Dream job","No","No","Somewhat serious","Somewhat agree","Prefer not to answer"
"2024/11/21 1:41:36 PM EST","2025","Physical Sciences (including math, computer science)","Man","Bisexual","White","Prefer not to answer","Very liberal","Prefer not to answer","Strongly disagree","Ideal romantic partner","Yes","No","Not too serious","Strongly agree","Die now"
"2024/11/21 1:43:44 PM EST","2028","Humanities/Arts","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Moderate","Yes","Somewhat agree","Ideal romantic partner","No","Yes","Somewhat serious","Strongly agree","Die now"
"2024/11/21 1:45:17 PM EST","2028","Social Sciences (including economics, CLPS)","Woman","Straight","Hispanic or Latino;White","No, I do not participate in varsity or club athletics","Unsure","No","Somewhat agree","Ideal romantic partner","No","No","Somewhat serious","Somewhat agree","Die now"
"2024/11/21 1:45:25 PM EST","2028","Humanities/Arts","Woman","Straight","Black;White","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat agree","Ideal romantic partner","Yes","No","Very serious","Somewhat agree","Prefer not to answer"
"2024/11/21 1:46:44 PM EST","2025","Humanities/Arts","Man","Straight","Hispanic or Latino","No, I do not participate in varsity or club athletics","Very liberal","Yes","Somewhat agree","Ideal romantic partner","Unsure","No","Somewhat serious","Somewhat agree","Die now"
"2024/11/21 1:47:23 PM EST","2026","Humanities/Arts","Woman","Bisexual","Hispanic or Latino;White","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat agree","Ideal romantic partner","Yes","No","Not too serious","Somewhat agree","Die now"
"2024/11/21 1:49:51 PM EST","2026","Physical Sciences (including math, computer science)","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Unsure","Prefer not to answer","Prefer not to answer","Prefer not to answer","No","Unsure","Unsure","Unsure","Die now"
"2024/11/21 1:53:20 PM EST","2025","Social Sciences (including economics, CLPS)","Man","Gay","White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Prefer not to answer","No","No","Not too serious","Strongly agree","Live forever"
"2024/11/21 1:55:12 PM EST","2025","Social Sciences (including economics, CLPS)","Woman","Queer","Black","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat disagree","Dream job","Yes","No","Not at all serious","Strongly agree","Live forever"
"2024/11/21 1:59:23 PM EST","2025","Physical Sciences (including math, computer science)","Woman","Bisexual","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat disagree","Ideal romantic partner","Unsure","Yes","Not too serious","Somewhat agree","Die now"
"2024/11/21 1:59:42 PM EST","2025","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Straight","Hispanic or Latino;White","No, I do not participate in varsity or club athletics","Very liberal","No","Somewhat disagree","Ideal romantic partner","Yes","Unsure","Not at all serious","Strongly agree","Live forever"
"2024/11/21 2:00:36 PM EST","2025","Life Sciences","Man","Straight","Hispanic or Latino","No, I do not participate in varsity or club athletics","Conservative","No","Somewhat disagree","Dream job","No","No","Somewhat serious","Strongly agree","Live forever"
"2024/11/21 2:12:26 PM EST","2028","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Straight","Asian","Yes, club athletics","Very liberal","Yes","Strongly disagree","Ideal romantic partner","No","No","Somewhat serious","Somewhat agree","Die now"
"2024/11/21 2:14:53 PM EST","2025","Physical Sciences (including math, computer science)","Woman","Bisexual","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat disagree","Dream job","No","No","Unsure","Somewhat agree","Live forever"
"2024/11/21 2:23:00 PM EST","2025","Social Sciences (including economics, CLPS)","Man","Straight","Asian;White","No, I do not participate in varsity or club athletics","Conservative","No","Strongly agree","Dream job","No","Unsure","Very serious","Somewhat agree","Live forever"
"2024/11/21 2:25:28 PM EST","2028","Physical Sciences (including math, computer science)","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Moderate","No","Somewhat agree","Ideal romantic partner","Prefer not to answer","Unsure","Unsure","Somewhat agree","Die now"
"2024/11/21 2:25:42 PM EST","2028","Physical Sciences (including math, computer science)","Man","Straight","Asian","No, I do not participate in varsity or club athletics","Moderate","No","Somewhat agree","Dream job","Unsure","No","Not too serious","Somewhat agree","Live forever"
"2024/11/21 2:28:28 PM EST","2027","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Man","Straight","Asian;White","No, I do not participate in varsity or club athletics","Moderate","Yes","Somewhat agree","Dream job","No","Unsure","Somewhat serious","Strongly agree","Die now"
"2024/11/21 2:29:53 PM EST","2026","Physical Sciences (including math, computer science)","Man","Straight","White","Yes, club athletics","Liberal","No","Prefer not to answer","Ideal romantic partner","No","No","Not too serious","Somewhat agree","Prefer not to answer"
"2024/11/21 2:30:05 PM EST","2027","Physical Sciences (including math, computer science)","Man","Straight","Asian;Hispanic or Latino;White","No, I do not participate in varsity or club athletics","Liberal","Yes","Somewhat agree","Dream job","Unsure","Unsure","Not too serious","Somewhat disagree","Live forever"
"2024/11/21 2:35:58 PM EST","2025","Physical Sciences (including math, computer science)","Man","Straight","White","Yes, varsity athletics","Liberal","No","Somewhat agree","Dream job","No","No","Not too serious","Strongly agree","Die now"
"2024/11/21 2:38:22 PM EST","2027","Physical Sciences (including math, computer science)","Man","Straight","White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Ideal romantic partner","Unsure","No","Not too serious","Strongly agree","Live forever"
"2024/11/21 2:44:12 PM EST","2027","Life Sciences","Woman","Bisexual","Asian","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat agree","Ideal romantic partner","Unsure","Yes","Unsure","Strongly agree","Live forever"
"2024/11/21 2:48:36 PM EST","2025","Physical Sciences (including math, computer science)","Woman","Straight","White","Yes, club athletics","Liberal","No","Somewhat agree","Dream job","No","No","Not too serious","Somewhat agree","Die now"
"2024/11/21 2:53:27 PM EST","2027","Physical Sciences (including math, computer science)","Man","Straight","Asian","Yes, club athletics","Liberal","Yes","Somewhat agree","Ideal romantic partner","No","No","Somewhat serious","Strongly agree","Die now"
"2024/11/21 3:00:00 PM EST","2026","Humanities/Arts;Life Sciences","Woman","Bisexual","Asian;White","No, I do not participate in varsity or club athletics","Liberal","No","Somewhat disagree","Ideal romantic partner","No","No","Not too serious","Strongly agree","Live forever"
