"Timestamp","What is your current graduation year?","How would you describe your gender identity?","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","Do you participate in athletics at Brown? Select all that apply.","To what extent are you informed about the Israel-Hamas War?","To what extent do you think the average Brown student is informed about the Israel-Hamas War?","Which of the following statements do you most agree with?","Have you ever considered transferring from Brown to another undergraduate institution? ","Do you have access to a credit or debit card that is paid for by a parent/guardian?","To what extent do you agree or disagree with the following statement: I feel comfortable expressing my religion on Brown’s campus.","Which of the following statements comes closest to your view?","How likely are you to donate money to Brown University or an affiliated organization in the future?","Would you date a first-year student at Brown?"
"2023/10/17 12:10:27 PM AST","2027","Male","Asian","Humanities/Arts;Life Sciences","Yes, club athletics","Somewhat informed","Somewhat informed","The United States of America is not in decline","No","Yes","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Unsure","Yes"
"2023/10/17 12:12:45 PM AST","2026","Female","White","Physical Sciences (including math, computer science)","Yes, club athletics","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer","Prefer not to answer"
"2023/10/17 12:15:12 PM AST","2026","Female","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat uninformed","The United States of America is not in decline","No","Yes","Somewhat disagree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","Yes"
"2023/10/17 12:18:10 PM AST","2025","Female","White","Humanities/Arts","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","Unsure"
"2023/10/17 12:19:09 PM AST","2024","Male","White","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","Unsure","Yes","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","Unsure"
"2023/10/17 12:19:57 PM AST","2027","Female","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat uninformed","Somewhat informed","The United States of America is not in decline","Yes","Yes","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Prefer not to answer","Yes"
"2023/10/17 12:22:45 PM AST","2027","Male","Hispanic;White","Humanities/Arts;Social Sciences (including economics, CLPS)","Prefer not to answer","Very uninformed","Somewhat informed","Unsure","Yes","No","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Yes"
"2023/10/17 12:25:42 PM AST","2025","Male","Prefer not to answer","Physical Sciences (including math, computer science)","Yes, intramural athletics","Somewhat informed","Somewhat informed","The United States of America is not in decline","No","No","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Yes"
"2023/10/17 12:28:25 PM AST","2027","Female","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","Unsure","No","Yes","Strongly disagree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Yes"
"2023/10/17 12:28:28 PM AST","2027","Female","Asian;White","Humanities/Arts;Physical Sciences (including math, computer science)","Yes, club athletics","Somewhat uninformed","Somewhat uninformed","The United States of America is in decline","No","Yes","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","Yes"
"2023/10/17 12:29:49 PM AST","2026","Female","White","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat informed","The United States of America is in decline","Yes","Yes","Strongly agree","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","No"
"2023/10/17 12:35:54 PM AST","2025","Male","White","Physical Sciences (including math, computer science)","Yes, club athletics","Very uninformed","Somewhat informed","The United States of America is not in decline","No","No","I do not actively practice a religion","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","Yes"
"2023/10/17 12:38:56 PM AST","2026","Male","Asian","Physical Sciences (including math, computer science)","Yes, varsity athletics","Somewhat uninformed","Somewhat informed","The United States of America is in decline","No","Yes","I do not actively practice a religion","Varsity athletes should receive some type of preferential treatment in Brown's undergraduate admissions process","Very likely","Yes"
"2023/10/17 12:40:55 PM AST","2026","Male","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Yes, club athletics","Very informed","Very uninformed","The United States of America is not in decline","No","Yes","Strongly agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","Yes"
"2023/10/17 12:43:19 PM AST","2027","Male","Asian","Social Sciences (including economics, CLPS)","Yes, intramural athletics","Unsure","Unsure","Unsure","Yes","Yes","Unsure","Unsure","Unsure","Unsure"
"2023/10/17 12:44:03 PM AST","2027","Male","White","Life Sciences;Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Very uninformed","Somewhat informed","The United States of America is in decline","No","Yes","Somewhat disagree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat unlikely","No"
"2023/10/17 12:45:08 PM AST","2026","Male","Asian","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Prefer not to answer","Somewhat informed","Prefer not to answer","No","Yes","I do not actively practice a religion","Unsure","Prefer not to answer","Unsure"
"2023/10/17 12:46:15 PM AST","2027","Male","Asian","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","No, I do not participate in varsity, club, or intramural athletics","Somewhat uninformed","Somewhat uninformed","The United States of America is in decline","No","Yes","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Somewhat likely","Unsure"
"2023/10/17 12:46:18 PM AST","2024","Male","Asian","Humanities/Arts;Life Sciences","No, I do not participate in varsity, club, or intramural athletics","Very informed","Somewhat uninformed","The United States of America is in decline","Yes","Yes","Somewhat agree","Varsity athletes should not receive some type of preferential treatment in Brown's undergraduate admissions process","Very unlikely","No"
"2023/10/17 12:47:33 PM AST","2027","Male","Asian","Life Sciences;Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat informed","Somewhat uninformed","Unsure","No","Yes","Somewhat disagree","Unsure","Very unlikely","No"
"2023/10/17 12:49:28 PM AST","2027","Female","Asian","Physical Sciences (including math, computer science)","No, I do not participate in varsity, club, or intramural athletics","Somewhat uninformed","Somewhat uninformed","The United States of America is in decline","No","Yes","I do not actively practice a religion","Unsure","Unsure","Unsure"
