"Timestamp","What is your current graduation year?","How would you describe your gender identity? Check all that apply.","How would you describe your race and ethnicity? Check all that apply.","What is your (intended) concentration area(s)?","Which of the following do you consider yourself to be?","Are you currently in a relationship?","Who do you think will win the 2024 US Presidential election?","How often do you use marijuana?","Who is primarily responsible for paying your college tuition (that is not covered by financial aid)?","Have you ever used ChatGPT (or other generative AI) in violation of a course policy?","Are your parents currently married (to each other) ?","How often do you have sex?","Do you usually lock the door when you leave your dorm, suite, or house/apartment?","If you could be President of the US at some point in your life, would you want the job?","Do you think you have more sex than the average Brown student?"
"2024/10/08 12:41:44 PM AST","2026","Woman","White","Humanities/Arts;Physical Sciences (including math, computer science)","Bisexual","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","Unsure","Yes","Less than once a month","Yes","No","No, somewhat less"
"2024/10/08 12:43:23 PM AST","2028","Man","White","Social Sciences (including economics, CLPS)","Straight","No","Donald Trump","I have never used marijuana","My parents or guardians pay all of my tuition","No","No, never married","Less than once a month","Yes","No","No, somewhat less"
"2024/10/08 12:43:45 PM AST","2027","Man","White","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","I have never had sex","Yes","Yes","No, significantly less"
"2024/10/08 12:44:46 PM AST","2028","Man","White","Physical Sciences (including math, computer science)","Straight","No","Donald Trump","2-3 times per month","My parents or guardians pay all of my tuition","Unsure","No, divorced or separated","Unsure","Yes","Yes","Unsure"
"2024/10/08 12:44:59 PM AST","2028","Man","Asian","Life Sciences","Straight","Yes","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","No, divorced or separated","2-3 times per month","Yes","No","About average"
"2024/10/08 12:45:17 PM AST","2025","Woman;Non-binary","Native American or Alaska Native;White","Humanities/Arts","Lesbian;Queer","Yes","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","No","Yes","Less than once a month","Yes","No","No, significantly less"
"2024/10/08 12:45:40 PM AST","2028","Woman","Asian;White","Life Sciences;Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","Once a month","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","Yes","No","No, somewhat less"
"2024/10/08 12:46:02 PM AST","2028","Woman","Asian","Physical Sciences (including math, computer science)","Straight","Yes","Kamala Harris","Once a month","My parents or guardians pay all of my tuition","No","Yes","2-3 times per month","No","Yes","About average"
"2024/10/08 12:46:41 PM AST","2028","Man","Asian","Physical Sciences (including math, computer science)","Straight","No","Unsure","Less than once a month","My parents or guardians pay all of my tuition","Unsure","Yes","I have never had sex","No","No","No, somewhat less"
"2024/10/08 12:47:24 PM AST","2025","Woman","Hispanic or Latino","Humanities/Arts","Bisexual","No","Kamala Harris","2-3 times per month","My tuition is fully covered by financial aid/grants/scholarships","Yes","Yes","I have never had sex","Yes","No","About average"
"2024/10/08 12:47:27 PM AST","2028","Man","White","Social Sciences (including economics, CLPS)","Straight","No","Unsure","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","Unsure","Yes","Once a week","Yes","No","Unsure"
"2024/10/08 12:48:20 PM AST","2026","Woman","White","Life Sciences","Straight","Yes","Unsure","2-3 times per month","My parents or guardians pay all of my tuition","Yes","Other","2-3 times per week","No","No","About average"
"2024/10/08 12:48:43 PM AST","2028","Woman","Middle Eastern or North African;White","Life Sciences;Physical Sciences (including math, computer science)","Straight","Yes","Unsure","I have never used marijuana","Prefer not to answer","No","Yes","Prefer not to answer","Yes","No","Unsure"
"2024/10/08 12:48:47 PM AST","2026","Man","Asian","Physical Sciences (including math, computer science)","Straight","Unsure","Unsure","Less than once a month","I pay all of my tuition","Unsure","Yes","2-3 times per week","No","Yes","About average"
"2024/10/08 12:49:08 PM AST","2026","Man","Asian","Physical Sciences (including math, computer science)","Straight","Yes","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","Once a week","No","No","No, somewhat less"
"2024/10/08 12:49:15 PM AST","2025","Man","White","Physical Sciences (including math, computer science)","Bisexual","Yes","Unsure","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","Once a week","No","No","About average"
"2024/10/08 12:50:16 PM AST","2027","Woman","Asian;White","Physical Sciences (including math, computer science)","Bisexual;Straight","Yes","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","No","No","No, significantly less"
"2024/10/08 12:50:22 PM AST","2027","Woman","Asian","Life Sciences","Prefer not to answer","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","Prefer not to answer","No","No","Unsure"
"2024/10/08 12:51:27 PM AST","2025","Woman","Black","Humanities/Arts;Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","No","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/08 12:51:27 PM AST","2027","Man","White","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Prefer not to answer","No","Donald Trump","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","No, divorced or separated","I have never had sex","No","No","No, significantly less"
"2024/10/08 12:51:35 PM AST","2026","Non-binary","White","Humanities/Arts;Social Sciences (including economics, CLPS)","Bisexual","Yes","Unsure","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","No, divorced or separated","2-3 times per month","Yes","Yes","No, somewhat less"
"2024/10/08 12:51:38 PM AST","2028","Man","Asian","Social Sciences (including economics, CLPS)","Straight","Unsure","Kamala Harris","Once a month","I pay part of my tuition and my parents or guardians pay part of my tuition","Yes","Yes","I have never had sex","Unsure","Yes","About average"
"2024/10/08 12:52:48 PM AST","2028","Woman","Black;White","Life Sciences","Bisexual;Queer","No","Kamala Harris","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","I have never had sex","Yes","No","No, somewhat less"
"2024/10/08 12:53:58 PM AST","2028","Woman","Prefer not to answer","Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","No","Unsure","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","Yes","No","About average"
"2024/10/08 12:54:03 PM AST","2025","Man","White","Life Sciences","Gay","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","No, divorced or separated","Once a month","Yes","Yes","About average"
"2024/10/08 12:54:09 PM AST","2027","Woman","White","Humanities/Arts;Life Sciences","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Yes","Yes","Once a week","No","No","About average"
"2024/10/08 12:54:33 PM AST","2026","Man","Asian;Middle Eastern or North African","Life Sciences","Straight","Yes","Kamala Harris","I have never used marijuana","My tuition is fully covered by financial aid/grants/scholarships","No","Yes","Unsure","No","No","No, somewhat less"
"2024/10/08 12:55:16 PM AST","2027","Woman","White","Humanities/Arts","Straight;Questioning","No","Kamala Harris","2-3 times per month","My parents or guardians pay all of my tuition","Yes","Yes","I have never had sex","No","No","No, somewhat less"
"2024/10/08 12:55:28 PM AST","2027","Woman","Hispanic or Latino;White","Social Sciences (including economics, CLPS)","Bisexual","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","2-3 times per week","Yes","No","About average"
"2024/10/08 12:56:14 PM AST","2028","Woman","Asian","Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Unsure","Yes","I have never had sex","Yes","No","No, significantly less"
"2024/10/08 12:56:19 PM AST","2027","Woman","White","Physical Sciences (including math, computer science)","Straight","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","I have never had sex","No","No","No, significantly less"
"2024/10/08 12:56:35 PM AST","2025","Woman","White","Humanities/Arts","Bisexual","No","Unsure","I have never used marijuana","My parents or guardians pay all of my tuition","No","Yes","2-3 times per month","Yes","No","About average"
"2024/10/08 12:57:07 PM AST","2028","Non-binary","Native American or Alaska Native","Prefer not to answer","Straight","No","Donald Trump","I have never used marijuana","I pay all of my tuition","Yes","Yes","Once a month","No","Yes","Unsure"
"2024/10/08 12:57:39 PM AST","2028","Woman","Asian","Humanities/Arts;Life Sciences","Bisexual","No","Unsure","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","Yes","No","About average"
"2024/10/08 12:58:42 PM AST","2028","Man","White","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","Once a week","I pay part of my tuition and my parents or guardians pay part of my tuition","Yes","Yes","Once a week","No","No","About average"
"2024/10/08 12:59:19 PM AST","2028","Woman","Middle Eastern or North African;White","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","Prefer not to answer","I pay part of my tuition and my parents or guardians pay part of my tuition","Yes","Yes","Unsure","No","No","No, somewhat less"
"2024/10/08 1:00:10 PM AST","2028","Woman","White","Humanities/Arts;Physical Sciences (including math, computer science);Social Sciences (including economics, CLPS)","Straight","No","Kamala Harris","2-3 times per month","My parents or guardians pay all of my tuition","Yes","Yes","Unsure","Yes","No","About average"
"2024/10/08 1:00:17 PM AST","2026","Man","White","Physical Sciences (including math, computer science)","Bisexual","No","Unsure","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","No","No","About average"
"2024/10/08 1:00:29 PM AST","2027","Woman","White","Life Sciences","Straight","Yes","Kamala Harris","I have never used marijuana","My parents or guardians pay all of my tuition","Unsure","Yes","2-3 times per month","No","No","Yes, somewhat more"
"2024/10/08 1:01:21 PM AST","2028","Man","Asian","Physical Sciences (including math, computer science)","Straight","No","Kamala Harris","I have never used marijuana","I pay part of my tuition and my parents or guardians pay part of my tuition","No","Yes","Prefer not to answer","No","Yes","Prefer not to answer"
"2024/10/08 1:01:49 PM AST","2027","Woman","Middle Eastern or North African","Physical Sciences (including math, computer science)","Questioning","Yes","Kamala Harris","Less than once a month","My parents or guardians pay all of my tuition","Yes","Yes","Less than once a month","Yes","Yes","No, somewhat less"
"2024/10/08 1:01:59 PM AST","2026","Non-binary","Black;White","Social Sciences (including economics, CLPS)","Lesbian","No","Unsure","Once a week","I pay all of my tuition","No","No, divorced or separated","Less than once a month","No","No","No, significantly less"
